"team","season","nodes","edges","density","vertex_connectivity","edge_connectivity","num_component","max_component_size","biconnected_components","cohesive_blocks","max_cohesion","cent_indegree","cent_outdegree","cent_inclo","cent_outclo","cent_betw","centr_eigen","walktrap_communities","walktrap_modularity","edge_betweenness_communities","edge_betweenness_modularity","louvain_communities","louvain_modularity","best_modularity","tau_rankedcluster","tau_cluster","tau_balance"
"HOU","2022-23",18,244,0.797385620915033,6,6,1,18,5,4,12,0.214532871972318,0.214532871972318,0.170828285547629,0.171962606213911,0.0280149024850582,0.176941011245765,2,0.0290160575114217,3,0.0175692018274657,2,0.055008,0.055008,NA,NA,NA
"IND","2022-23",20,306,0.805263157894737,8,8,1,20,5,0,0,0.207756232686981,0.207756232686981,0.164240004687371,0.164937024598468,0.0154147945006671,0.173367441969281,2,0.0128743218420266,1,0,3,0.0430843195266272,0.0430843195266272,NA,NA,NA
"LAC","2022-23",21,316,0.752380952380952,6,6,1,21,5,6,13,0.26,0.26,0.200272404179098,0.203108103291012,0.0271323380566802,0.223263077632372,2,0.0447844896651178,1,0,2,0.0735977747294619,0.0735977747294619,NA,NA,NA
"LAL","2022-23",24,353,0.639492753623188,4,4,1,24,5,6,12,0.285444234404537,0.285444234404537,0.185168029428326,0.189126017269305,0.0445756511919083,0.282511426373048,2,0.117194584660819,7,0.0318195314945147,2,0.120024485652005,0.120024485652005,NA,NA,NA
"MEM","2022-23",19,273,0.798245614035088,5,5,1,19,5,4,13,0.212962962962963,0.212962962962963,0.16999305122065,0.168700887935733,0.0294588999518193,0.174598533975968,3,0.0130419031517932,1,0,2,0.0353100950656405,0.0353100950656405,NA,NA,NA
"MIA","2022-23",20,306,0.805263157894737,9,9,1,20,5,3,12,0.204986149584488,0.204986149584488,0.161323826473108,0.160470370242077,0.0127067197704317,0.174060157635136,1,0,1,0,2,0.015758547008547,0.015758547008547,NA,NA,NA
"MIL","2022-23",21,364,0.866666666666667,11,11,1,21,5,0,0,0.1425,0.1425,0.12166752812405,0.121264979398413,0.00644517543859649,0.1258998638288,2,0.0187703779736747,1,0,2,0.0381468572778828,0.0381468572778828,NA,NA,NA
"MIN","2022-23",20,303,0.797368421052632,1,1,1,20,5,3,13,0.213296398891967,0.213296398891967,0.168830555208973,0.168556068784902,0.0551486405595362,0.161685667662784,4,0.0198401028221634,1,0,3,0.0286992715920916,0.0286992715920916,NA,NA,NA
"NOP","2022-23",17,236,0.867647058823529,3,3,1,17,5,2,13,0.140625,0.140625,0.118163681773879,0.114175299959669,0.0249476478382728,0.109044934893739,1,0,1,0,2,0.0133333333333333,0.0133333333333333,NA,NA,NA
"NYK","2022-23",17,205,0.753676470588235,2,2,1,17,5,3,11,0.26171875,0.1953125,0.200801300056064,0.136411386255494,0.0597294654130592,0.19813056025027,2,0.0155145746579417,4,0.00513979773944073,2,0.054067283730865,0.054067283730865,NA,NA,NA
"OKC","2022-23",19,298,0.871345029239766,9,9,1,19,5,3,14,0.135802469135802,0.135802469135802,0.112954690684159,0.112780850836406,0.0079705203615879,0.114526589080471,2,0.00441421557587501,1,0,2,0.0214025700627165,0.0214025700627165,NA,NA,NA
"ORL","2022-23",20,317,0.834210526315789,8,8,1,20,5,4,14,0.174515235457064,0.174515235457064,0.142953534924447,0.14319705256716,0.0140929698870604,0.147396707426047,3,0.00736896575744609,2,0.00543343052473411,2,0.045,0.045,NA,NA,NA
"PHI","2022-23",21,257,0.611904761904762,0,0,1,21,5,7,12,0.355,0.355,NA,0.260765379026345,0.115133702919887,0.304116677817307,4,0.0609471755817651,5,0.0029372132810489,3,0.0789473684210527,0.0789473684210527,NA,NA,NA
"PHX","2022-23",20,334,0.878947368421053,11,11,1,20,5,0,0,0.132963988919668,0.132963988919668,0.114431514841006,0.115126488991357,0.00539159882758818,0.169211312621806,2,0.0106269496934275,3,0.0109810319480799,3,0.0430276816608996,0.0430276816608996,NA,NA,NA
"POR","2022-23",24,349,0.632246376811594,4,4,1,24,5,6,12,0.383742911153119,0.383742911153119,0.274242826385156,0.27623627388959,0.081206623473336,0.327867883436386,2,0.117191156066042,6,0.0277009219957145,2,0.136049382716049,0.136049382716049,NA,NA,NA
"SAC","2022-23",20,292,0.768421052631579,1,1,1,20,5,4,14,0.243767313019391,0.188365650969529,0.184413778318333,0.133179702198673,0.0436992729236496,0.175053420684728,1,0,1,0,2,0.0160794667590027,0.0160794667590027,NA,NA,NA
"SAS","2022-23",23,419,0.828063241106719,9,9,1,23,5,0,0,0.181818181818182,0.181818181818182,0.14526550882938,0.14675985304316,0.00996603450876591,0.183947821219278,2,0.00512927130740882,1,0,2,0.0364988208577168,0.0364988208577168,NA,NA,NA
"TOR","2022-23",20,294,0.773684210526316,3,3,1,20,5,4,12,0.238227146814404,0.238227146814404,0.183556616725351,0.183442870150624,0.0387051647439459,0.18917958719994,3,0.0191181914942848,3,0.00325096024804494,2,0.0309111111111111,0.0309111111111111,NA,NA,NA
"UTA","2022-23",23,349,0.689723320158103,2,2,1,23,5,3,12,0.276859504132231,0.324380165289256,0.194116227284636,0.243260154759779,0.0619157402521265,0.268326905027053,2,0.0903235605619001,4,0.0278897545997161,2,0.105613381764903,0.105613381764903,NA,NA,NA
"WAS","2022-23",23,332,0.656126482213439,3,3,1,23,5,5,13,0.359504132231405,0.359504132231405,0.258713006654905,0.257733308670134,0.070522125672657,0.287944171201761,3,0.047580381768036,5,0.0294037596167804,2,0.0924148188209843,0.0924148188209843,NA,NA,NA
