"team","season","nodes","edges","density","vertex_connectivity","edge_connectivity","num_component","max_component_size","biconnected_components","cohesive_blocks","max_cohesion","cent_indegree","cent_outdegree","cent_inclo","cent_outclo","cent_betw","centr_eigen","walktrap_communities","walktrap_modularity","edge_betweenness_communities","edge_betweenness_modularity","louvain_communities","louvain_modularity","best_modularity","tau_rankedcluster","tau_cluster","tau_balance"
"ATL","2020-21",12,83,0.628787878787879,1,1,1,12,5,3,6,0.305785123966942,0.305785123966942,0.214368376721318,0.225948406598561,0.0676859504132231,0.324971480216245,3,0.0224270576281028,1,0,3,0.0582716049382716,0.0582716049382716,NA,NA,NA
"BOS","2020-21",15,102,0.485714285714286,0,0,2,14,5,4,6,0.474489795918367,0.397959183673469,NA,NA,0.094999813112058,0.415219214149173,2,0,3,0,3,0.0368655692729767,0.0368655692729767,NA,NA,NA
"BKN","2020-21",12,71,0.537878787878788,1,1,1,12,5,4,6,0.305785123966942,0.305785123966942,0.23306155488818,0.249872521699147,0.219834710743802,0.364398801370821,2,0.118528069827415,2,0.118627256496727,2,0.123268698060942,0.123268698060942,NA,NA,NA
"CHA","2020-21",13,106,0.679487179487179,4,4,1,13,5,2,7,0.347222222222222,0.347222222222222,0.253818164692778,0.263499690811997,0.068013468013468,0.298607346891079,1,0,1,0,2,0.0465277777777778,0.0465277777777778,NA,NA,NA
"CHI","2020-21",14,90,0.494505494505495,0,0,2,13,5,5,6,0.378698224852071,0.461538461538462,NA,NA,0.155243261012492,0.410559598233756,3,0.0932716049382716,2,0,3,0.0865885416666667,0.0932716049382716,NA,NA,NA
"CLE","2020-21",11,68,0.618181818181818,2,2,1,11,5,4,6,0.42,0.42,0.303440170940171,0.300602869352869,0.155,0.337888339742548,1,0,1,0,2,0.0366512345679012,0.0366512345679012,NA,NA,NA
"DAL","2020-21",13,84,0.538461538461538,0,0,2,12,5,6,7,0.409722222222222,0.409722222222222,NA,NA,0.123520923520924,0.372856689710349,2,0,2,0,3,0.0537190082644628,0.0537190082644628,NA,NA,NA
"DEN","2020-21",13,80,0.512820512820513,0,0,2,12,5,4,7,0.4375,0.347222222222222,NA,NA,0.168154761904762,0.370635934320599,4,0.034921875,3,0,4,0.0246598639455782,0.034921875,NA,NA,NA
"DET","2020-21",14,92,0.505494505494505,1,1,1,14,5,4,6,0.284023668639053,0.284023668639053,0.172360903630254,0.177644508913859,0.106562399905595,0.394137613829131,5,0.0433601134215501,5,0.0226843100189035,2,0.075,0.075,NA,NA,NA
"GSW","2020-21",11,87,0.790909090909091,3,3,1,11,5,2,7,0.23,0.23,0.193063186813187,0.190056022408964,0.0348716931216931,0.155987350012219,1,0,1,0,2,0.00354442344045366,0.00354442344045366,NA,NA,NA
