TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,SEASON,SEASON_TYPE,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,FTA_RATE,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,OPP_FGM_RANK,OPP_FGA_RANK,OPP_FG_PCT_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FG3_PCT_RANK,OPP_FTM_RANK,OPP_FTA_RANK,OPP_FT_PCT_RANK,OPP_OREB_RANK,OPP_DREB_RANK,OPP_REB_RANK,OPP_AST_RANK,OPP_TOV_RANK,OPP_STL_RANK,OPP_BLK_RANK,OPP_BLKA_RANK,OPP_PF_RANK,OPP_PFD_RANK,OPP_PTS_RANK,PLUS_MINUS_RANK,DREB_RANK,STL_RANK,BLK_RANK
1610612738,Boston Celtics,17,10,7,0.588,48.9,38.6,84.9,0.454,12.4,36.4,0.341,19.8,24.2,0.816,8.8,36.5,45.2,22.6,13.9,6.7,4.8,4.8,22.3,22.0,109.4,5.0,2019-20,Playoffs,108.5,111.6,103.5,106.3,5.0,5.3,0.587,1.62,17.0,0.261,0.747,0.514,0.142,0.527,0.572,99.0,96.32,80.26,1666,0.531,4,3,13,4,4,7,2,2,8,10,9,6,9,3,10,10,7,13,2,15.2,11.1,12.8,42.4,14.9,11.4,9.1,39.8,10,9,6,5,5,9,5,6,6,1,10,11,9,0.571,0.429,0.479,0.091,0.341,0.117,0.181,0.139,0.387,0.501,0.499,0.768,0.232,0.587,0.413,10,7,9,10,12,5,4,10,4,7,10,12,5,8,9,36.4,86.0,0.423,11.4,36.6,0.311,20.1,25.1,0.803,8.8,32.9,41.8,22.2,12.6,6.5,4.8,4.8,22.0,22.3,104.4,1,9,1,1,11,1,11,11,10,8,5,3,8,12,4,11,4,7,8,1,2,3,10,4
1610612751,Brooklyn Nets,4,0,4,0.0,48.0,36.3,91.3,0.397,15.5,46.0,0.337,17.8,24.5,0.724,9.3,35.0,44.3,25.8,14.5,5.0,4.5,5.5,21.3,22.5,105.8,-20.5,2019-20,Playoffs,98.6,102.4,121.3,122.9,-22.7,-20.4,0.71,1.78,17.9,0.264,0.764,0.488,0.14,0.482,0.518,105.7,103.0,85.83,413,0.388,14,14,1,14,14,14,16,16,1,4,4,5,5,12,9,15,15,2,16,12.5,11.8,15.8,32.0,17.5,12.5,18.5,44.5,15,5,1,15,14,11,16,13,11,16,4,14,5,0.496,0.504,0.392,0.09,0.44,0.149,0.168,0.118,0.303,0.614,0.386,0.839,0.161,0.71,0.29,15,2,15,12,2,1,7,14,15,1,16,5,12,1,16,45.0,91.0,0.495,17.8,41.0,0.433,18.5,23.5,0.787,9.3,41.8,51.0,30.5,12.0,7.0,5.5,4.5,22.5,21.3,126.3,15,16,15,15,14,16,8,6,8,10,15,16,16,13,8,14,5,11,12,15,16,7,15,5
1610612742,Dallas Mavericks,6,2,4,0.333,48.8,42.2,89.2,0.473,13.5,37.5,0.36,19.2,26.5,0.723,7.7,35.5,43.2,21.5,12.7,6.5,3.7,3.3,22.5,24.5,117.0,-9.7,2019-20,Playoffs,110.6,112.1,119.9,121.4,-9.4,-9.3,0.51,1.7,15.8,0.216,0.779,0.492,0.121,0.549,0.58,103.9,102.55,85.46,626,0.463,11,11,1,11,11,6,15,12,14,5,13,13,4,9,1,3,6,3,11,12.8,10.2,7.5,44.7,16.7,10.7,13.0,47.3,13,13,14,3,10,4,13,15,3,15,12,15,4,0.579,0.421,0.49,0.108,0.346,0.064,0.164,0.11,0.382,0.39,0.61,0.765,0.235,0.51,0.49,7,10,5,7,9,14,10,16,5,12,5,13,4,14,3,45.2,90.2,0.501,14.0,34.7,0.404,22.3,27.5,0.812,8.7,37.7,46.3,21.2,12.0,7.2,3.3,3.7,24.5,22.5,126.7,16,14,16,11,4,14,15,14,13,7,12,12,3,13,11,2,12,16,5,16,12,6,11,12
1610612743,Denver Nuggets,19,9,10,0.474,48.3,38.8,82.5,0.471,12.3,32.4,0.379,17.5,21.4,0.816,9.3,31.4,40.6,22.5,13.9,6.2,4.0,4.0,22.4,22.1,107.4,-2.3,2019-20,Playoffs,111.2,112.6,113.0,115.0,-1.8,-2.4,0.58,1.62,17.3,0.279,0.722,0.502,0.146,0.545,0.584,96.3,94.87,79.06,1813,0.491,3,4,16,7,3,5,12,9,9,11,7,3,13,7,11,4,5,15,8,15.3,10.8,9.2,39.3,15.0,11.2,12.2,45.8,9,10,10,9,6,7,10,14,12,11,11,9,13,0.608,0.392,0.495,0.129,0.342,0.086,0.163,0.143,0.366,0.489,0.511,0.777,0.223,0.58,0.42,4,13,4,3,11,10,11,9,11,9,8,10,7,9,8,39.2,82.2,0.477,12.2,32.7,0.373,19.2,24.6,0.779,9.5,31.0,40.5,22.5,13.6,7.5,4.0,4.0,22.1,22.4,109.7,9,3,12,5,2,10,9,10,6,12,2,2,9,10,13,6,8,8,7,6,9,15,12,8
1610612745,Houston Rockets,12,5,7,0.417,48.4,37.4,85.8,0.436,16.9,46.8,0.362,15.9,20.2,0.789,6.7,32.2,38.8,21.3,13.4,9.1,3.5,4.9,22.2,18.6,107.7,0.8,2019-20,Playoffs,106.2,107.7,105.2,106.8,1.1,0.8,0.57,1.59,16.3,0.189,0.733,0.452,0.134,0.535,0.569,100.7,99.18,82.65,1200,0.48,6,7,13,10,6,10,3,8,10,12,11,14,10,15,6,8,8,7,10,19.3,9.1,8.4,37.3,13.6,12.6,10.5,41.5,1,15,13,13,2,12,8,10,16,7,5,1,10,0.455,0.545,0.381,0.034,0.471,0.078,0.148,0.18,0.347,0.382,0.618,0.798,0.202,0.57,0.43,16,1,16,15,1,12,16,1,13,14,3,9,8,10,7,38.7,83.7,0.462,12.1,34.8,0.347,17.5,22.8,0.769,9.1,38.9,48.0,21.1,17.1,6.3,4.9,3.5,18.6,22.2,106.9,6,4,8,4,6,4,4,4,5,9,14,13,2,1,3,12,14,2,10,4,8,13,2,14
1610612754,Indiana Pacers,4,0,4,0.0,48.0,36.5,80.3,0.455,12.0,32.0,0.375,15.8,20.3,0.778,5.8,30.8,36.5,22.5,15.3,9.3,5.5,4.3,23.3,15.8,100.8,-10.5,2019-20,Playoffs,102.1,103.9,112.6,112.7,-10.4,-8.8,0.616,1.48,17.6,0.185,0.71,0.447,0.157,0.53,0.565,98.8,97.88,81.56,388,0.434,14,14,1,14,14,13,10,11,6,13,6,15,15,16,14,9,10,10,14,16.5,8.8,13.0,38.0,16.8,13.3,9.0,41.0,5,16,5,11,11,14,4,8,13,10,16,8,15,0.601,0.399,0.486,0.109,0.357,0.129,0.156,0.164,0.377,0.541,0.459,0.771,0.229,0.616,0.384,5,12,7,6,7,3,14,3,7,2,15,11,6,6,11,37.5,80.8,0.464,13.0,33.3,0.391,23.3,29.8,0.782,9.3,36.3,45.5,24.0,14.3,8.8,4.3,5.5,15.8,23.3,111.3,5,1,9,9,3,13,16,16,7,10,10,10,12,7,14,8,1,1,2,11,13,16,1,1
1610612746,LA Clippers,13,7,6,0.538,48.4,40.9,86.4,0.474,12.1,32.8,0.368,20.1,25.2,0.798,9.5,34.5,44.0,21.2,13.0,7.5,3.7,4.1,22.9,22.3,114.0,4.2,2019-20,Playoffs,112.9,114.4,109.1,110.1,3.8,4.2,0.517,1.63,16.0,0.253,0.762,0.505,0.13,0.544,0.585,100.0,98.9,82.42,1296,0.513,5,5,12,5,5,3,7,3,13,9,12,8,6,6,5,5,4,8,6,14.8,10.4,13.1,45.7,14.0,9.3,8.6,41.4,12,12,4,2,3,1,3,9,5,9,8,10,6,0.62,0.38,0.506,0.105,0.318,0.115,0.176,0.13,0.401,0.373,0.627,0.86,0.14,0.517,0.483,3,14,2,8,15,6,6,12,2,15,2,2,15,13,4,39.8,84.8,0.469,12.5,34.7,0.359,17.8,23.6,0.752,8.3,34.5,42.8,22.0,13.7,6.9,4.1,3.7,22.3,22.9,109.8,11,6,11,8,5,8,5,7,3,6,7,6,6,9,6,7,11,9,3,7,3,8,4,11
1610612747,Los Angeles Lakers,21,16,5,0.762,48.0,41.0,84.0,0.489,12.1,34.2,0.354,18.6,24.6,0.758,10.6,33.5,44.1,25.6,15.4,8.0,5.3,3.1,22.7,22.4,112.8,6.9,2019-20,Playoffs,113.2,115.6,106.4,108.7,6.9,6.9,0.624,1.67,18.7,0.304,0.76,0.534,0.158,0.561,0.595,99.6,97.52,81.27,2049,0.548,1,1,10,1,2,2,6,1,5,6,1,2,7,2,15,2,2,11,1,17.6,13.6,15.1,47.6,17.1,10.8,8.4,40.6,3,2,2,1,13,6,1,7,4,4,13,4,7,0.593,0.407,0.513,0.091,0.322,0.134,0.165,0.156,0.422,0.533,0.467,0.843,0.157,0.624,0.376,6,11,1,11,14,2,8,4,1,4,13,4,13,5,12,36.9,81.4,0.453,11.8,32.5,0.363,20.4,25.3,0.806,7.4,29.9,37.3,21.8,14.5,7.0,3.1,5.3,22.4,22.7,106.0,3,2,6,2,1,9,12,12,11,2,1,1,5,6,7,1,3,10,4,3,1,11,3,3
1610612748,Miami Heat,21,14,7,0.667,48.5,37.7,82.0,0.46,12.8,35.5,0.359,21.8,26.4,0.825,7.8,33.6,41.3,24.9,13.2,6.9,3.9,4.5,19.9,22.6,110.0,2.0,2019-20,Playoffs,111.0,112.7,108.8,110.8,2.2,1.9,0.66,1.89,18.7,0.243,0.731,0.493,0.135,0.537,0.587,98.2,96.57,80.47,2049,0.521,1,2,13,2,1,4,8,6,2,2,2,10,11,8,7,6,3,12,3,16.1,12.0,9.0,40.5,15.4,12.7,12.6,42.2,7,4,11,7,7,13,12,11,2,6,6,7,11,0.567,0.433,0.454,0.086,0.348,0.082,0.198,0.146,0.368,0.536,0.464,0.903,0.097,0.66,0.34,11,6,11,13,8,11,2,7,9,3,14,1,16,2,15,38.7,84.8,0.456,12.4,35.8,0.347,18.2,23.1,0.788,9.9,32.9,42.7,23.8,14.1,7.3,4.5,3.9,22.6,19.9,108.0,6,5,7,7,9,5,7,5,9,14,4,5,11,8,12,9,10,12,14,5,6,10,8,10
1610612749,Milwaukee Bucks,10,5,5,0.5,48.5,40.1,87.1,0.46,13.3,37.1,0.358,17.6,24.3,0.724,9.4,37.3,46.7,24.3,14.9,7.2,4.2,3.6,21.7,21.2,111.1,1.2,2019-20,Playoffs,107.6,109.1,106.4,107.3,1.1,1.8,0.606,1.63,17.7,0.23,0.791,0.506,0.146,0.537,0.568,102.2,101.05,84.21,1018,0.502,8,7,10,6,8,8,4,7,7,7,5,11,2,5,12,7,9,5,7,16.5,12.1,10.3,42.2,17.0,11.4,10.7,31.0,5,3,8,6,12,8,9,1,10,5,9,6,2,0.574,0.426,0.482,0.103,0.359,0.093,0.158,0.149,0.38,0.496,0.504,0.827,0.173,0.606,0.394,8,9,8,9,6,8,13,6,6,8,9,6,11,7,10,37.2,84.9,0.438,15.0,40.0,0.375,20.5,24.2,0.847,7.2,36.5,43.7,24.3,14.9,7.1,3.6,4.2,21.2,21.7,109.9,4,7,4,12,12,11,13,9,15,1,11,9,13,5,10,3,7,5,11,8,7,2,6,7
