TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,SEASON,SEASON_TYPE,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,FTA_RATE,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK
1610612760,Oklahoma City Thunder,82,55,27,0.671,48.4,2.7,-1.3,0.038,0.1,0.0,0.006,1.7,1.4,0.026,1.8,6.6,8.4,1.4,2.9,-1.4,1.4,-1.4,0.5,-0.5,7.3,7.3,2015-16,Regular Season,109.9,112.1,103.0,104.8,6.9,7.4,0.558,1.44,16.7,0.347,0.72,0.541,0.162,0.524,0.565,99.4,97.54,81.28,8061,0.546,1,5,5,5,11,2,11,3,21,22,17,1,16,1,28,4,2,10,3,15.1,15.8,17.3,47.7,17.6,13.9,13.2,45.2,23,1,4,3,23,24,19,26,8,5,13,27,16,0.725,0.275,0.596,0.164,0.225,0.157,0.179,0.137,0.433,0.508,0.492,0.758,0.242,0.558,0.442,12,19,11,15,24,5,8,28,9,15,16,29,2,21,10
1610612753,Orlando Magic,82,35,47,0.427,48.5,1.1,3.3,-0.005,-1.2,-2.7,-0.009,-2.7,-3.9,0.012,0.1,-1.1,-1.0,0.4,-1.0,0.6,-0.4,0.4,2.5,-2.5,-1.6,-1.6,2015-16,Regular Season,102.6,104.4,104.6,106.0,-2.0,-1.6,0.596,1.67,17.6,0.271,0.726,0.495,0.144,0.5,0.533,98.2,96.68,80.57,8018,0.488,1,20,20,20,3,22,17,19,11,9,7,20,13,17,14,16,20,14,20,17.8,12.6,12.3,43.6,16.0,11.4,13.2,43.5,7,18,16,12,16,6,18,18,30,20,23,11,13,0.745,0.255,0.623,0.196,0.228,0.121,0.149,0.174,0.427,0.528,0.472,0.874,0.126,0.596,0.404,8,23,6,5,21,18,29,7,13,11,20,6,25,11,20
1610612755,Philadelphia 76ers,82,10,72,0.122,48.3,-3.5,-1.4,-0.033,1.5,5.8,-0.02,-4.9,-3.5,-0.092,-1.7,-4.7,-6.3,-1.9,1.2,-0.4,0.4,-0.4,2.5,-2.5,-10.2,-10.2,2015-16,Regular Season,96.6,98.4,106.7,108.6,-10.0,-10.2,0.594,1.31,16.3,0.25,0.693,0.466,0.165,0.487,0.519,100.2,98.44,82.03,8119,0.428,1,30,30,30,19,30,27,30,12,28,21,26,28,30,29,27,29,6,29,16.5,11.7,12.2,43.2,20.0,14.7,16.7,45.6,13,24,17,16,29,30,28,27,16,18,26,13,28,0.673,0.327,0.552,0.109,0.287,0.125,0.161,0.17,0.443,0.501,0.499,0.863,0.137,0.594,0.406,23,8,22,29,8,14,23,8,7,18,13,10,21,12,19
1610612756,Phoenix Suns,82,23,59,0.28,48.1,-1.9,1.8,-0.032,-0.4,0.9,-0.029,-2.4,-3.3,0.002,1.6,-0.5,1.1,-1.6,2.3,-1.8,-1.7,1.7,1.1,-1.1,-6.7,-6.7,2015-16,Regular Season,99.4,101.5,107.0,107.9,-7.6,-6.5,0.558,1.21,15.4,0.297,0.733,0.508,0.173,0.487,0.526,100.9,99.39,82.82,8152,0.45,1,27,27,27,29,28,24,27,22,30,26,7,8,10,30,25,25,4,28,16.5,14.0,14.4,41.4,20.2,12.6,17.3,43.8,14,5,8,21,30,14,30,20,15,28,29,15,8,0.698,0.302,0.559,0.149,0.268,0.143,0.173,0.164,0.411,0.47,0.53,0.832,0.168,0.558,0.442,20,11,20,18,10,8,15,11,17,25,6,19,12,22,9
1610612757,Portland Trail Blazers,82,44,38,0.537,48.3,0.3,1.2,-0.003,2.0,5.5,-0.001,-1.7,-2.9,0.02,1.0,0.8,1.8,-0.3,1.4,-0.8,-0.5,0.5,2.3,-2.3,0.8,0.8,2015-16,Regular Season,106.1,107.6,105.6,106.8,0.6,0.8,0.552,1.46,16.0,0.294,0.728,0.51,0.15,0.511,0.548,98.3,97.06,80.88,8012,0.493,1,12,12,12,19,6,19,13,25,21,23,9,12,9,17,8,10,12,18,14.8,14.1,10.7,39.1,16.3,12.4,11.1,40.9,27,4,26,25,19,13,5,8,17,15,28,26,12,0.668,0.332,0.534,0.163,0.301,0.102,0.165,0.14,0.372,0.469,0.531,0.772,0.228,0.552,0.448,24,7,27,16,5,26,21,26,26,26,5,28,3,25,6
1610612758,Sacramento Kings,82,33,49,0.402,48.3,-0.5,-1.4,0.001,-2.2,-5.5,-0.007,0.8,2.3,-0.038,-0.7,-0.1,-0.8,0.3,0.2,0.1,-0.8,0.8,-1.5,1.5,-2.5,-2.5,2015-16,Regular Season,103.3,105.3,106.3,107.6,-3.0,-2.3,0.612,1.52,17.6,0.281,0.717,0.5,0.16,0.51,0.546,102.2,100.66,83.88,8302,0.494,1,21,21,21,19,14,22,20,6,18,5,14,18,14,25,10,11,1,17,17.5,13.0,17.3,49.5,18.6,13.6,15.0,43.6,8,13,5,2,27,21,26,19,7,25,8,9,18,0.74,0.26,0.6,0.136,0.227,0.162,0.173,0.165,0.465,0.55,0.45,0.858,0.142,0.612,0.388,10,21,9,25,23,4,14,10,3,5,26,14,17,6,25
1610612759,San Antonio Spurs,82,67,15,0.817,48.1,4.4,1.1,0.047,0.4,-1.4,0.044,1.5,0.7,0.045,0.3,3.1,3.4,3.7,-1.7,1.0,2.0,-2.0,-2.0,2.0,10.6,10.6,2015-16,Regular Season,108.4,109.3,96.6,98.2,11.8,11.1,0.611,1.88,18.8,0.266,0.746,0.516,0.138,0.526,0.564,95.7,94.54,78.78,7767,0.578,1,2,2,2,29,4,1,1,7,2,3,23,4,6,6,2,3,24,1,16.1,11.8,10.4,43.6,13.5,10.6,12.1,40.1,17,23,27,13,1,1,10,4,26,1,2,10,4,0.777,0.223,0.641,0.22,0.201,0.1,0.158,0.155,0.421,0.549,0.451,0.905,0.095,0.611,0.389,6,25,4,2,25,28,26,18,16,6,25,2,29,7,24
1610612761,Toronto Raptors,82,56,26,0.683,48.2,0.2,-0.8,0.006,-0.1,-0.1,-0.003,4.2,4.6,0.029,0.7,2.0,2.6,-3.0,-0.3,1.2,0.1,-0.1,-2.3,2.3,4.5,4.5,2015-16,Regular Season,107.0,109.3,102.7,104.8,4.3,4.4,0.511,1.43,14.9,0.3,0.736,0.52,0.139,0.504,0.552,95.3,93.35,77.8,7707,0.525,1,4,4,4,23,5,12,6,30,24,28,5,7,3,7,12,7,29,8,16.7,12.3,11.0,42.1,14.2,11.6,11.0,40.1,12,20,25,18,3,8,4,4,3,14,11,19,7,0.713,0.287,0.546,0.136,0.252,0.107,0.202,0.163,0.41,0.4,0.6,0.87,0.13,0.511,0.489,16,15,24,26,13,24,2,12,18,30,1,9,22,30,1
1610612762,Utah Jazz,82,40,42,0.488,48.7,0.5,0.5,0.003,0.5,1.7,-0.002,0.3,0.5,-0.002,1.4,1.7,3.2,-0.2,1.0,-0.3,0.5,-0.5,0.3,-0.3,1.8,1.8,2015-16,Regular Season,103.1,105.0,101.6,103.2,1.6,1.8,0.526,1.27,15.1,0.303,0.731,0.517,0.161,0.501,0.54,93.3,91.66,76.39,7625,0.508,1,19,19,19,2,16,7,10,27,29,27,4,10,5,26,15,16,30,12,15.6,13.5,9.3,41.8,16.0,11.5,11.7,39.6,21,8,29,19,15,7,7,2,10,11,18,14,10,0.703,0.297,0.565,0.138,0.26,0.095,0.175,0.159,0.427,0.434,0.566,0.823,0.177,0.526,0.474,19,12,18,23,12,29,10,15,12,28,3,20,11,27,4
1610612764,Washington Wizards,82,41,41,0.5,48.2,0.8,2.0,-0.001,-0.3,0.0,-0.013,-1.8,-1.2,-0.04,-0.4,-2.1,-2.4,1.9,-1.7,0.6,-0.4,0.4,0.7,-0.7,-0.5,-0.5,2015-16,Regular Season,102.9,104.5,103.6,105.1,-0.7,-0.5,0.619,1.69,18.1,0.25,0.737,0.49,0.145,0.511,0.544,100.6,99.16,82.63,8163,0.497,1,17,17,17,26,21,14,17,3,8,4,25,6,24,15,9,15,5,15,17.5,10.6,18.6,42.4,15.7,11.7,12.7,41.2,9,29,2,17,13,9,14,10,21,21,19,5,6,0.718,0.282,0.593,0.185,0.249,0.178,0.158,0.168,0.407,0.548,0.452,0.873,0.127,0.619,0.381,15,16,12,8,15,2,25,9,19,7,24,7,24,3,28
1610612737,Atlanta Hawks,82,43,39,0.524,48.5,-0.7,-2.9,0.007,-2.0,-4.5,-0.016,2.5,4.6,-0.044,-0.4,0.9,0.5,0.2,0.4,-0.8,-0.3,0.3,-3.4,3.4,-0.9,-0.9,2016-17,Regular Season,102.3,104.5,103.1,105.2,-0.8,-0.7,0.621,1.5,17.4,0.282,0.717,0.502,0.16,0.504,0.541,99.8,97.76,81.46,8091,0.506,1,11,11,11,4,27,4,19,6,23,11,13,19,12,28,19,20,11,10,16.3,13.5,12.1,42.7,17.4,13.2,12.8,39.1,13,12,19,19,23,18,12,2,5,8,4,2,19,0.691,0.309,0.566,0.152,0.259,0.118,0.175,0.158,0.414,0.542,0.458,0.879,0.121,0.621,0.379,16,15,15,13,18,17,11,14,16,5,26,4,27,6,25
1610612738,Boston Celtics,82,53,29,0.646,48.2,0.0,-0.7,0.004,3.0,6.4,0.027,-0.4,-1.7,0.038,-1.7,-0.9,-2.6,2.7,-0.6,-0.1,-1.0,1.0,0.3,-0.3,2.6,2.6,2016-17,Regular Season,108.6,110.6,105.5,108.0,3.1,2.6,0.653,1.9,18.8,0.259,0.705,0.485,0.136,0.525,0.567,99.3,97.21,81.01,8005,0.514,1,4,4,4,25,7,14,8,2,3,2,23,29,27,7,9,6,13,7,16.4,11.2,12.4,41.8,15.2,13.9,12.2,43.2,12,25,17,23,9,27,9,13,17,5,25,16,29,0.607,0.393,0.493,0.106,0.334,0.115,0.173,0.151,0.387,0.57,0.43,0.837,0.163,0.653,0.347,28,3,28,26,3,20,13,18,25,2,29,15,16,2,29
1610612751,Brooklyn Nets,82,20,62,0.244,48.2,-3.8,-5.6,-0.014,0.7,4.4,-0.027,0.1,-0.4,0.017,-2.2,-1.0,-3.3,-1.6,3.2,-2.3,-0.9,0.9,0.7,-0.7,-6.7,-6.7,2016-17,Regular Season,101.9,103.6,108.0,110.1,-6.1,-6.5,0.566,1.29,15.9,0.241,0.716,0.483,0.162,0.507,0.551,103.6,101.75,84.79,8371,0.46,1,30,30,30,25,29,23,28,21,29,26,28,22,28,29,17,16,1,28,15.0,11.5,14.0,45.9,19.1,14.3,14.0,45.0,21,21,10,8,30,29,21,20,7,17,14,27,22,0.629,0.371,0.513,0.079,0.303,0.132,0.184,0.142,0.434,0.454,0.546,0.851,0.149,0.566,0.434,27,4,27,29,6,11,4,23,7,25,6,12,19,21,10
1610612766,Charlotte Hornets,82,36,46,0.439,48.4,-1.8,-1.1,-0.015,-1.5,-2.8,-0.018,5.2,5.6,0.039,-0.1,-0.7,-0.8,-1.5,-1.6,0.4,-0.7,0.7,-3.3,3.3,0.2,0.2,2016-17,Regular Season,106.4,108.4,106.1,108.4,0.3,0.0,0.611,2.01,17.6,0.247,0.749,0.496,0.119,0.501,0.547,97.8,95.92,79.93,7934,0.505,1,20,20,20,10,14,17,15,8,2,9,27,3,19,1,23,17,20,11,14.9,11.8,9.4,39.9,13.1,11.4,12.9,40.5,23,20,28,27,2,3,13,5,12,23,1,22,3,0.665,0.335,0.528,0.147,0.287,0.09,0.185,0.142,0.38,0.545,0.455,0.795,0.205,0.611,0.389,23,8,25,16,9,28,2,24,26,4,27,24,7,8,23
1610612741,Chicago Bulls,82,41,41,0.5,48.2,-0.8,0.5,-0.012,-1.3,-3.5,-0.004,3.4,3.6,0.028,1.9,1.2,3.1,-1.1,0.1,0.5,0.2,-0.2,-1.0,1.0,0.4,0.4,2016-17,Regular Season,104.6,106.5,104.5,106.2,0.1,0.3,0.584,1.66,16.8,0.311,0.733,0.519,0.14,0.487,0.53,97.7,96.02,80.02,7919,0.504,1,15,15,15,18,21,5,14,13,15,17,3,8,4,13,30,28,19,13,15.6,15.1,13.8,43.3,15.5,11.9,13.7,45.2,19,1,12,15,11,6,18,22,21,10,2,20,8,0.744,0.256,0.604,0.183,0.222,0.134,0.175,0.152,0.421,0.513,0.487,0.875,0.125,0.584,0.416,3,28,3,6,28,9,12,17,13,11,20,8,23,13,18
1610612739,Cleveland Cavaliers,82,51,31,0.622,48.5,-0.7,-3.9,0.013,2.6,5.2,0.023,2.0,3.3,-0.025,-1.7,1.2,-0.5,-2.0,1.1,-0.7,-0.3,0.3,-2.5,2.5,3.2,3.2,2016-17,Regular Season,110.9,112.8,108.0,109.7,2.9,3.1,0.567,1.66,17.1,0.264,0.722,0.499,0.14,0.547,0.58,98.4,96.74,80.61,8019,0.51,1,5,5,5,4,3,21,7,20,16,15,21,14,18,11,2,3,16,9,14.6,11.5,12.9,39.5,16.6,13.7,13.3,44.5,27,22,15,29,19,24,15,19,15,18,3,29,14,0.601,0.399,0.488,0.13,0.354,0.117,0.158,0.133,0.358,0.441,0.559,0.829,0.171,0.567,0.433,29,2,29,20,2,18,25,29,29,27,4,19,12,20,11
1610612742,Dallas Mavericks,82,33,49,0.402,48.2,-0.8,3.3,-0.029,1.1,4.9,-0.025,-2.4,-3.8,0.029,-1.0,-5.0,-5.9,-0.5,-3.1,1.0,0.3,-0.3,-0.3,0.3,-2.9,-2.9,2016-17,Regular Season,103.7,104.7,106.3,107.7,-2.6,-3.0,0.574,1.75,16.8,0.216,0.733,0.465,0.127,0.505,0.541,94.2,93.11,77.59,7668,0.479,1,22,22,22,18,25,13,23,17,7,18,30,7,30,3,18,19,28,24,15.7,9.8,7.8,32.8,14.0,11.6,13.6,39.5,17,30,30,30,4,5,17,3,29,27,20,1,7,0.634,0.366,0.521,0.186,0.328,0.079,0.151,0.161,0.335,0.474,0.526,0.813,0.187,0.574,0.426,26,5,26,4,4,30,28,10,30,19,12,22,9,17,14
1610612743,Denver Nuggets,82,40,42,0.488,48.2,-0.9,-0.7,-0.007,0.8,2.6,-0.007,1.6,2.3,-0.008,2.4,3.2,5.6,1.3,3.0,-1.4,-1.0,1.0,-1.0,1.0,0.5,0.5,2016-17,Regular Season,110.0,112.2,110.5,111.7,-0.5,0.4,0.615,1.69,18.2,0.314,0.753,0.532,0.15,0.53,0.568,100.7,99.18,82.65,8167,0.503,1,18,18,18,25,4,29,13,7,10,4,2,2,1,23,5,5,6,15,14.0,15.1,14.2,49.8,18.0,12.2,14.3,47.4,30,2,8,2,26,8,24,27,13,28,6,30,2,0.671,0.329,0.547,0.101,0.285,0.127,0.168,0.126,0.446,0.526,0.474,0.871,0.129,0.615,0.385,21,10,18,28,12,13,17,30,4,9,22,10,21,7,24
1610612765,Detroit Pistons,82,37,45,0.451,48.3,1.5,5.5,-0.011,-1.7,-2.2,-0.036,-2.5,-1.7,-0.061,3.1,-0.3,2.8,-2.4,-0.9,0.3,-0.4,0.4,0.4,-0.4,-1.1,-1.1,2016-17,Regular Season,103.3,105.3,105.3,106.7,-2.0,-1.4,0.53,1.78,16.1,0.286,0.775,0.519,0.123,0.492,0.521,97.1,95.52,79.6,7890,0.482,1,19,19,19,13,23,8,21,28,4,24,9,1,3,2,27,30,21,23,14.9,13.7,12.0,43.1,12.7,10.1,10.7,41.2,23,8,21,16,1,1,4,9,30,19,9,24,1,0.737,0.263,0.635,0.209,0.228,0.118,0.137,0.147,0.426,0.455,0.545,0.845,0.155,0.53,0.47,4,27,1,1,27,16,30,20,10,23,8,14,17,28,3
1610612744,Golden State Warriors,82,67,15,0.817,48.2,4.3,-2.1,0.06,3.0,3.5,0.06,0.1,-0.7,0.026,-2.4,3.3,0.9,7.7,-0.7,1.0,3.0,-3.0,0.0,0.0,11.6,11.6,2016-17,Regular Season,113.2,114.8,101.1,103.4,12.1,11.4,0.705,2.06,21.2,0.272,0.709,0.504,0.146,0.563,0.597,102.2,100.37,83.65,8279,0.579,1,1,1,1,18,1,2,1,1,1,1,17,27,10,20,1,1,4,1,19.3,12.6,22.6,46.6,16.7,14.0,14.4,45.4,1,18,1,7,20,28,25,23,20,1,11,5,27,0.641,0.359,0.537,0.134,0.31,0.195,0.153,0.167,0.402,0.656,0.344,0.834,0.166,0.705,0.295,25,6,24,19,5,1,27,2,21,1,30,18,13,1,30
1610612745,Houston Rockets,82,55,27,0.671,48.2,-0.9,-1.6,-0.001,4.4,11.2,0.014,3.1,4.4,-0.012,0.2,0.1,0.3,1.1,0.1,-0.3,-0.7,0.7,-0.5,0.5,5.8,5.8,2016-17,Regular Season,111.8,114.1,106.4,108.4,5.4,5.7,0.626,1.67,18.1,0.281,0.717,0.499,0.15,0.545,0.583,102.5,100.55,83.79,8289,0.516,1,3,3,3,18,2,18,3,4,13,5,15,21,17,22,3,2,3,6,18.7,14.3,16.7,46.7,17.5,13.8,14.3,49.0,2,7,4,6,25,25,22,30,2,21,8,11,21,0.538,0.462,0.449,0.044,0.375,0.145,0.176,0.162,0.405,0.546,0.454,0.771,0.229,0.626,0.374,30,1,30,30,1,6,9,9,19,3,28,30,1,4,27
1610612754,Indiana Pacers,82,42,40,0.512,48.4,1.3,0.3,0.014,-1.7,-6.1,0.021,-1.1,-2.0,0.021,-1.7,-0.6,-2.3,0.1,-1.2,0.1,0.0,0.0,0.0,0.0,-0.2,-0.2,2016-17,Regular Season,106.2,107.9,106.3,108.1,-0.1,-0.2,0.572,1.63,17.2,0.255,0.713,0.488,0.141,0.516,0.558,98.1,96.59,80.49,7989,0.505,1,13,13,13,7,16,15,17,18,18,14,26,24,25,15,13,13,18,12,16.6,11.4,10.6,41.9,16.2,12.9,10.6,39.7,11,23,26,22,15,16,3,4,19,15,23,6,24,0.728,0.272,0.583,0.184,0.247,0.101,0.17,0.158,0.398,0.498,0.502,0.836,0.164,0.572,0.428,5,26,8,5,25,27,15,12,22,15,16,16,15,18,13
1610612746,LA Clippers,82,51,31,0.622,48.2,1.0,-2.2,0.023,1.1,1.1,0.025,1.3,2.6,-0.027,-1.2,1.1,-0.1,-0.5,-0.3,0.4,1.1,-1.1,-2.5,2.5,4.3,4.3,2016-17,Regular Season,110.3,111.8,105.8,107.5,4.5,4.4,0.57,1.74,17.2,0.256,0.733,0.501,0.133,0.537,0.574,98.2,96.77,80.64,7968,0.527,1,5,5,5,25,5,12,4,19,8,13,25,6,13,6,4,4,15,4,15.3,11.3,13.9,39.9,15.2,12.7,14.3,42.7,20,24,11,26,10,14,23,11,1,6,13,21,6,0.671,0.329,0.539,0.171,0.283,0.128,0.178,0.14,0.367,0.494,0.506,0.786,0.214,0.57,0.43,22,9,21,9,13,12,8,25,28,18,13,27,4,19,12
1610612747,Los Angeles Lakers,82,26,56,0.317,48.1,-2.2,1.4,-0.033,-1.2,-1.6,-0.024,-1.2,-1.4,-0.009,1.1,-2.0,-0.9,-4.8,0.7,-0.3,-1.5,1.5,2.2,-2.2,-6.9,-6.9,2016-17,Regular Season,103.4,105.3,110.6,112.0,-7.2,-6.7,0.532,1.38,15.6,0.284,0.717,0.494,0.153,0.501,0.537,100.8,99.26,82.72,8143,0.446,1,28,28,28,30,24,30,30,26,28,27,11,18,21,27,22,25,5,30,17.4,13.5,15.2,47.7,18.0,13.3,16.2,47.4,5,10,6,4,27,19,30,28,22,30,17,14,18,0.705,0.295,0.582,0.125,0.255,0.145,0.163,0.166,0.456,0.462,0.538,0.774,0.226,0.532,0.468,12,19,10,22,19,5,21,4,3,22,9,28,3,26,5
1610612763,Memphis Grizzlies,82,43,39,0.524,48.5,1.5,4.7,-0.008,-0.6,-1.6,0.0,-1.9,-3.5,0.031,1.5,-0.9,0.7,1.2,-1.4,1.0,-0.8,0.8,1.6,-1.6,0.5,0.5,2016-17,Regular Season,104.7,107.0,104.5,106.5,0.1,0.5,0.584,1.65,16.5,0.295,0.731,0.507,0.137,0.491,0.535,94.7,92.84,77.37,7702,0.501,1,11,11,11,2,19,7,12,12,17,20,7,9,7,9,28,26,29,17,16.1,13.0,10.2,40.5,14.8,11.5,14.6,37.8,15,14,27,24,6,4,26,1,11,7,30,8,9,0.684,0.316,0.538,0.135,0.279,0.101,0.183,0.16,0.403,0.504,0.496,0.816,0.184,0.584,0.416,18,13,22,18,14,26,6,11,20,13,18,21,10,12,19
1610612748,Miami Heat,82,41,41,0.5,48.2,1.1,1.6,0.005,2.1,4.3,0.022,-3.3,-2.1,-0.077,0.4,-0.4,0.0,1.6,-0.2,0.4,0.9,-0.9,1.8,-1.8,1.1,1.1,2016-17,Regular Season,105.2,107.4,104.1,106.4,1.0,1.0,0.544,1.58,16.3,0.284,0.718,0.499,0.14,0.512,0.541,97.6,95.51,79.6,7875,0.5,1,15,15,15,18,17,6,10,24,19,21,12,16,16,12,15,18,22,18,15.9,13.6,11.1,45.1,13.9,12.8,10.3,44.5,16,9,23,10,3,15,1,18,26,4,19,17,16,0.686,0.314,0.566,0.128,0.287,0.108,0.148,0.154,0.438,0.427,0.573,0.891,0.109,0.544,0.456,17,14,16,21,11,22,29,16,6,28,3,2,29,24,7
1610612749,Milwaukee Bucks,82,42,40,0.512,48.2,0.8,-1.0,0.016,-1.2,-4.5,0.017,-0.6,-0.7,-0.002,-1.5,-0.6,-2.0,0.1,-0.7,0.7,0.7,-0.7,1.0,-1.0,-0.2,-0.2,2016-17,Regular Season,106.9,108.5,106.4,108.7,0.5,-0.2,0.624,1.73,18.5,0.26,0.706,0.487,0.146,0.527,0.565,96.7,94.99,79.16,7828,0.504,1,13,13,13,18,13,19,16,5,9,3,22,28,26,19,7,7,26,14,17.3,11.1,13.8,48.6,16.2,12.7,11.7,43.7,8,26,13,3,16,13,7,14,16,20,18,4,28,0.71,0.29,0.579,0.11,0.254,0.133,0.166,0.167,0.469,0.534,0.466,0.929,0.071,0.624,0.376,10,21,11,25,20,10,19,3,1,8,23,1,30,5,26
1610612750,Minnesota Timberwolves,82,31,51,0.378,48.3,-0.1,1.1,-0.008,-2.6,-6.0,-0.018,1.7,1.3,0.03,1.6,0.4,2.0,0.5,-0.2,0.3,-0.5,0.5,-0.4,0.4,-1.1,-1.1,2016-17,Regular Season,108.1,110.0,109.1,110.9,-1.0,-0.9,0.6,1.69,17.7,0.309,0.71,0.507,0.146,0.511,0.555,97.1,95.48,79.57,7870,0.501,1,24,24,24,13,10,27,20,10,11,7,4,25,8,18,16,15,23,16,16.7,14.8,12.8,45.7,17.2,13.4,13.9,46.2,10,6,16,9,22,21,19,25,9,29,15,12,25,0.751,0.249,0.609,0.176,0.208,0.121,0.183,0.158,0.432,0.535,0.465,0.885,0.115,0.6,0.4,1,30,2,7,30,15,5,13,9,7,24,3,28,10,21
1610612740,New Orleans Pelicans,82,34,48,0.415,48.5,-0.9,-2.1,0.0,-1.2,-3.0,-0.003,0.9,1.6,-0.012,-2.1,-2.6,-4.6,-0.6,-1.1,0.4,1.3,-1.3,-1.1,1.1,-2.1,-2.1,2016-17,Regular Season,103.3,104.7,104.9,106.8,-1.6,-2.1,0.582,1.77,17.1,0.228,0.728,0.48,0.129,0.504,0.539,100.1,98.56,82.13,8173,0.493,1,21,21,21,2,26,9,22,14,6,16,29,11,29,4,20,23,8,21,14.6,10.8,15.0,44.1,15.6,12.4,13.6,44.1,28,29,7,13,12,9,16,17,24,12,5,18,11,0.692,0.308,0.571,0.148,0.269,0.144,0.16,0.14,0.423,0.503,0.497,0.835,0.165,0.582,0.418,15,16,13,14,15,7,22,26,12,14,17,17,14,14,17
1610612752,New York Knicks,82,31,51,0.378,48.4,-0.2,1.1,-0.008,-1.2,-3.5,0.0,-2.1,-3.1,0.017,0.4,0.1,0.5,0.0,1.0,-0.4,1.0,-1.0,1.9,-1.9,-3.7,-3.7,2016-17,Regular Season,104.7,107.1,108.7,110.7,-4.1,-3.6,0.551,1.57,16.3,0.305,0.698,0.5,0.143,0.496,0.534,98.6,96.63,80.53,7990,0.482,1,24,24,24,7,18,25,24,22,20,22,5,30,15,16,25,27,17,22,14.4,14.9,10.9,40.4,16.5,14.7,14.0,46.1,29,3,24,25,18,30,20,24,28,14,16,25,30,0.721,0.279,0.594,0.207,0.247,0.104,0.159,0.138,0.387,0.469,0.531,0.845,0.155,0.551,0.449,6,25,5,2,24,24,23,27,24,20,11,13,18,22,9
1610612760,Oklahoma City Thunder,82,47,35,0.573,48.3,0.3,2.1,-0.008,-0.4,1.0,-0.029,0.6,1.4,-0.019,3.1,2.9,6.0,-0.5,1.2,-0.6,-0.5,0.5,0.2,-0.2,0.8,0.8,2016-17,Regular Season,105.0,107.9,105.1,107.1,-0.2,0.8,0.532,1.4,15.5,0.323,0.742,0.528,0.152,0.5,0.54,100.5,98.18,81.82,8099,0.499,1,10,10,10,13,15,10,11,27,27,28,1,5,2,25,24,21,9,19,15.6,14.8,16.9,49.9,16.9,12.2,11.1,47.5,18,5,3,1,21,7,5,29,4,13,22,19,5,0.705,0.295,0.582,0.114,0.238,0.158,0.18,0.147,0.468,0.466,0.534,0.773,0.227,0.532,0.468,13,18,9,24,26,3,7,21,2,21,10,29,2,27,4
