"team","season","nodes","edges","density","vertex_connectivity","edge_connectivity","num_component","max_component_size","biconnected_components","cohesive_blocks","max_cohesion","cent_indegree","cent_outdegree","cent_inclo","cent_outclo","cent_betw","centr_eigen","walktrap_communities","walktrap_modularity","edge_betweenness_communities","edge_betweenness_modularity","louvain_communities","louvain_modularity","best_modularity","tau_rankedcluster","tau_cluster","tau_balance"
"HOU","2021-22",15,127,0.604761904761905,0,0,1,15,5,4,8,0.270408163265306,0.270408163265306,NA,0.198576685235894,0.0913601704418031,0.308703898040962,3,0.0092690185380371,2,0,2,0.0445501730103806,0.0445501730103806,NA,NA,NA
"IND","2021-22",15,90,0.428571428571429,2,2,1,15,5,4,5,0.306122448979592,0.229591836734694,0.193919714688348,0.152528907133149,0.123617453974597,0.410038458025501,2,0.222160493827161,2,0.227407407407407,2,0.214077467721783,0.227407407407407,NA,NA,NA
"LAC","2021-22",15,97,0.461904761904762,0,0,2,14,5,5,7,0.423469387755102,0.346938775510204,NA,NA,0.100470957613815,0.426547371273365,4,0.0151450738654479,6,0.00276331172281852,4,0.0885724852071006,0.0885724852071006,NA,NA,NA
"LAL","2021-22",12,71,0.537878787878788,1,1,1,12,5,4,5,0.504132231404959,0.504132231404959,0.350700036430405,0.348063611967355,0.215206611570248,0.387067735973651,1,0,1,0,2,0.0496875,0.0496875,NA,NA,NA
"MEM","2021-22",11,90,0.818181818181818,5,5,1,11,5,2,7,0.2,0.2,0.165531135531135,0.165054945054945,0.024542328042328,0.17551816228813,1,0,1,0,2,0,0,NA,NA,NA
"MIA","2021-22",11,86,0.781818181818182,3,3,1,11,5,2,6,0.24,0.24,0.187253824606766,0.196959706959707,0.0401772486772487,0.202483171996762,1,0,1,0,1,0,0,NA,NA,NA
"MIL","2021-22",16,75,0.3125,0,0,2,15,5,7,5,0.52,0.448888888888889,NA,NA,0.200465608465608,0.549973136854851,2,0,2,0,4,0.092687074829932,0.092687074829932,NA,NA,NA
"MIN","2021-22",12,94,0.712121212121212,0,0,2,11,5,3,8,0.214876033057851,0.214876033057851,NA,NA,0.017512790240063,0.231081723394105,2,0,2,0,2,0,0,NA,NA,NA
"NOP","2021-22",16,127,0.529166666666667,0,0,1,16,5,5,7,0.288888888888889,0.288888888888889,NA,0.206944620478227,0.135094711285188,0.335935225371996,4,0.0613801227602455,7,0.0179180358360718,2,0.137626262626263,0.137626262626263,NA,NA,NA
"NYK","2021-22",11,54,0.490909090909091,0,0,3,9,5,3,5,0.34,0.34,NA,NA,0.043962962962963,0.409977602807199,3,0,3,0,4,0.0299744897959184,0.0299744897959184,NA,NA,NA
"OKC","2021-22",13,112,0.717948717948718,4,4,1,13,5,3,7,0.305555555555556,0.305555555555556,0.236464015430734,0.237798284518486,0.0630080567580567,0.261459053550852,2,0.0253507653061225,4,0.00462372448979598,2,0.073972996265441,0.073972996265441,NA,NA,NA
"ORL","2021-22",11,88,0.8,2,2,1,11,5,3,8,0.11,0.22,0.070940170940171,0.180555555555556,0.100687830687831,0.14468514586582,3,0.00174328512396695,1,0,2,0.0345679012345679,0.0345679012345679,NA,NA,NA
"PHI","2021-22",13,104,0.666666666666667,0,0,1,13,5,3,7,0.270833333333333,0.270833333333333,NA,0.228345053299097,0.0675843253968254,0.277042851029333,1,0,2,0,2,0.0231481481481481,0.0231481481481481,NA,NA,NA
"PHX","2021-22",14,91,0.5,1,1,1,14,5,6,6,0.372781065088757,0.372781065088757,0.23818483301515,0.249435480570406,0.174623453469607,0.3910405664509,4,0.0294046612727931,1,0,2,0.0866305705955852,0.0866305705955852,NA,NA,NA
"POR","2021-22",15,60,0.285714285714286,0,0,1,15,5,6,5,0.612244897959184,0.535714285714286,NA,0.402201437706738,0.495977237048666,0.632549252446035,4,0.189583333333333,5,0.175555555555556,3,0.246107266435986,0.246107266435986,NA,NA,NA
"SAC","2021-22",17,108,0.397058823529412,0,0,2,16,5,6,5,0.57421875,0.5078125,NA,NA,0.178567708333333,0.51174940776896,3,0.0736882716049383,2,0,3,0.113881194213604,0.113881194213604,NA,NA,NA
"SAS","2021-22",17,117,0.430147058823529,0,0,3,15,5,4,6,0.47265625,0.47265625,NA,NA,0.136526537698413,0.473177087680704,3,0,3,0,5,0.0540828402366864,0.0540828402366864,NA,NA,NA
"TOR","2021-22",13,93,0.596153846153846,1,1,1,13,5,4,6,0.347222222222222,0.4375,0.223259998443822,0.312957142874948,0.21335076960077,0.334351437015925,1,0,1,0,3,0.0436197916666667,0.0436197916666667,NA,NA,NA
"UTA","2021-22",14,85,0.467032967032967,0,0,2,13,5,5,6,0.49112426035503,0.325443786982249,NA,NA,0.118869165023011,0.433337439665518,3,0.0334948096885813,2,0,3,0.0833333333333333,0.0833333333333333,NA,NA,NA
"WAS","2021-22",14,112,0.615384615384615,2,2,1,14,5,3,6,0.331360946745562,0.331360946745562,0.229388166938774,0.228219237828669,0.0734218800047202,0.334177208347897,3,0.0669642857142857,1,0,2,0.0838287752675386,0.0838287752675386,NA,NA,NA
