"team_abbr","game_id","game_date","opponent","nodes","edges","density","vertex_connectivity","edge_connectivity","components","max_component_size","biconnected_components","cohesive_blocks","max_cohesion_value","in_degree_centralization","out_degree_centralization","in_closeness_centralization","out_closeness_centralization","betweenness_centralization","eigenvector_centralization","walktrap_communities","walktrap_modularity","edge_betweenness_communities","edge_betweenness_modularity","louvain_communities","louvain_modularity","best_modularity","season","season_type"
"ATL",22100014,"2021-10-21","DAL",14,73,0.401098901098901,1,2,1,14,5,4,5,0.230769230769231,0.230769230769231,0.174816132194811,0.177763845401145,0.417291255752794,0.488510449398906,3,0.395357996710935,4,0.150758005002695,3,0.395357996710935,0.395357996710935,"2021-22","Regular Season"
"ATL",22100027,"2021-10-23","CLE",10,61,0.677777777777778,4,4,1,10,5,2,6,0.358024691358025,0.234567901234568,0.286454286454286,0.165279165279165,0.0645576131687243,0.25498352147145,2,0.243882209597628,1,0,2,0.243882209597628,0.243882209597628,"2021-22","Regular Season"
"ATL",22100043,"2021-10-25","DET",14,70,0.384615384615385,1,1,1,14,5,4,5,0.414201183431953,0.165680473372781,0.286946356739527,0.167150814694229,0.453180473372781,0.397953348915986,3,0.293855559699504,1,0,2,0.300868453300655,0.300868453300655,"2021-22","Regular Season"
"ATL",22100059,"2021-10-27","NOP",10,62,0.688888888888889,4,4,1,10,5,1,5,0.222222222222222,0.345679012345679,0.158785658785659,0.277019277019277,0.0805041152263374,0.285969370847906,2,0.222714340638216,1,0,2,0.222714340638216,0.222714340638216,"2021-22","Regular Season"
"ATL",22100066,"2021-10-28","WAS",11,64,0.581818181818182,2,2,1,11,5,2,5,0.24,0.24,0.15982905982906,0.168783242041756,0.0628148148148148,0.266086360333497,2,0.225035161744023,5,0.0293934376613436,2,0.225035161744023,0.225035161744023,"2021-22","Regular Season"
"ATL",22100082,"2021-10-30","PHI",14,66,0.362637362637363,1,3,1,14,5,5,4,0.355029585798817,0.189349112426035,0.276907331614774,0.182063530802886,0.455424063116371,0.456997179144008,3,0.441311111111111,2,0.145311111111111,3,0.441311111111111,0.441311111111111,"2021-22","Regular Season"
"ATL",22100097,"2021-11-01","WAS",10,54,0.6,2,2,1,10,5,2,5,0.320987654320988,0.197530864197531,0.232526732526732,0.122550289216956,0.104681069958848,0.294459001152457,2,0.270829102157509,6,0.0218563014576076,2,0.270829102157509,0.270829102157509,"2021-22","Regular Season"
"ATL",22100113,"2021-11-03","BKN",10,52,0.577777777777778,2,2,1,10,5,2,5,0.222222222222222,0.345679012345679,0.144708232943527,0.234271447506742,0.102623456790123,0.271078335056959,2,0.224196597353497,1,0,2,0.224196597353497,0.224196597353497,"2021-22","Regular Season"
"ATL",22100120,"2021-11-04","UTA",14,68,0.373626373626374,1,1,1,14,5,4,5,0.260355029585799,0.260355029585799,0.14917568153709,0.224967526036,0.441452991452991,0.506169031442064,3,0.323274851973941,3,0.106016341451983,3,0.323274851973941,0.323274851973941,"2021-22","Regular Season"
"ATL",22100137,"2021-11-06","PHX",10,59,0.655555555555556,2,2,1,10,5,2,6,0.259259259259259,0.382716049382716,0.177304177304177,0.296023421023421,0.0527263374485597,0.24461035042424,2,0.148901839571901,4,0.0118870930406723,2,0.148901839571901,0.148901839571901,"2021-22","Regular Season"
"ATL",22100152,"2021-11-08","GSW",12,70,0.53030303030303,3,3,1,12,5,4,5,0.413223140495868,0.413223140495868,0.294308388862287,0.286994393859382,0.239929161747344,0.419251491540407,2,0.290521310565042,7,0.0868735249201722,2,0.290521310565042,0.290521310565042,"2021-22","Regular Season"
