"team_abbr","game_id","game_date","opponent","nodes","edges","density","vertex_connectivity","edge_connectivity","components","max_component_size","biconnected_components","cohesive_blocks","max_cohesion_value","in_degree_centralization","out_degree_centralization","in_closeness_centralization","out_closeness_centralization","betweenness_centralization","eigenvector_centralization","walktrap_communities","walktrap_modularity","edge_betweenness_communities","edge_betweenness_modularity","louvain_communities","louvain_modularity","best_modularity","season","season_type"
"ATL",21600014,"2016-10-27","WAS",12,66,0.5,0,0,1,12,5,3,7,0.347107438016529,0.347107438016529,0.224089727873982,NA,0.212066115702479,0.360731944042377,3,0.189296631113423,5,0.0265836368366285,3,0.195036095213319,0.195036095213319,"2016-17","Regular Season"
"ATL",21600026,"2016-10-29","PHI",13,67,0.42948717948718,0,0,1,13,5,2,6,0.347222222222222,0.256944444444444,0.297049657146514,NA,0.153342953342953,0.377840280288871,2,0.311942136041859,9,0.0211026469682979,2,0.311942136041859,0.311942136041859,"2016-17","Regular Season"
"ATL",21600044,"2016-10-31","SAC",10,66,0.733333333333333,0,0,1,10,5,1,7,0.172839506172839,0.172839506172839,0.18393814690111,NA,0.0207231040564374,0.213748123644705,1,0,1,0,2,0.13959718735779,0.13959718735779,"2016-17","Regular Season"
"ATL",21600059,"2016-11-02","LAL",10,65,0.722222222222222,0,0,1,10,5,1,7,0.0617283950617284,0.308641975308642,0.0635989524878417,NA,0.0162037037037037,0.204664089810568,2,0.211337468168539,1,2.22044604925031e-16,2,0.211337468168539,0.211337468168539,"2016-17","Regular Season"
"ATL",21600070,"2016-11-04","WAS",10,61,0.677777777777778,0,0,1,10,5,1,5,0.234567901234568,0.358024691358025,0.215804771360327,NA,0.0726778365667255,0.286077759099391,2,0.0361258175023357,1,0,2,0.0908062744840925,0.0908062744840925,"2016-17","Regular Season"
"ATL",21600084,"2016-11-05","HOU",12,63,0.477272727272727,0,0,1,12,5,2,7,0.272727272727273,0.272727272727273,0.243990511445927,NA,0.295348288075561,0.393634674637219,2,0.0298407961778384,2,0.0149838891446168,2,0.122085363724385,0.122085363724385,"2016-17","Regular Season"
"ATL",21600100,"2016-11-08","CLE",10,52,0.577777777777778,0,0,1,10,5,3,6,0.345679012345679,0.345679012345679,0.290940883533476,NA,0.159465020576132,0.32930675757962,2,0.120533507520655,1,0,2,0.120533507520655,0.120533507520655,"2016-17","Regular Season"
"ATL",21600111,"2016-11-09","CHI",10,60,0.666666666666667,0,0,1,10,5,1,6,0.246913580246914,0.37037037037037,0.240304277341315,NA,0.0630144032921811,0.314085704337565,2,0.103670634920635,4,0.00151171579743015,2,0.150006298815823,0.150006298815823,"2016-17","Regular Season"
"ATL",21600132,"2016-11-12","PHI",13,75,0.480769230769231,0,0,1,13,5,4,7,0.201388888888889,0.291666666666667,0.16910633405409,NA,0.197020803270803,0.352064609180913,3,0.219306042761226,2,0.0364121204425328,3,0.219306042761226,0.219306042761226,"2016-17","Regular Season"
"ATL",21600154,"2016-11-15","MIA",10,56,0.622222222222222,0,0,1,10,5,2,7,0.172839506172839,0.296296296296296,0.137209840913545,NA,0.0936213991769547,0.248823847695662,3,0.118842617631152,3,0.0673228772309356,2,0.149605191995673,0.149605191995673,"2016-17","Regular Season"
"ATL",21600163,"2016-11-16","MIL",10,54,0.6,0,0,1,10,5,2,5,0.197530864197531,0.320987654320988,0.169271058159947,NA,0.106224279835391,0.30071129084355,2,0.201535893587288,4,0.0386496558149165,2,0.201535893587288,0.201535893587288,"2016-17","Regular Season"
"ATL",21600174,"2016-11-18","CHA",10,56,0.622222222222222,0,0,1,10,5,1,5,0.296296296296296,0.296296296296296,0.269144435811102,NA,0.0793650793650793,0.297270501403393,1,0,5,0.0111993221462912,2,0.150297481994511,0.150297481994511,"2016-17","Regular Season"
"ATL",21600193,"2016-11-20","NYK",10,62,0.688888888888889,0,0,1,10,5,2,6,0.222222222222222,0.345679012345679,0.216111734630253,NA,0.0528733098177543,0.288241437025761,2,0.107968955588185,1,0,2,0.139013367403368,0.139013367403368,"2016-17","Regular Season"
"ATL",21600209,"2016-11-22","NOP",13,69,0.442307692307692,0,0,1,13,5,2,5,0.243055555555556,0.423611111111111,0.182734401021617,NA,0.118371212121212,0.427703900018803,2,0.261992743886052,5,0.143157081429723,2,0.261992743886052,0.261992743886052,"2016-17","Regular Season"
