id,full_name,id_in_br,full_name_in_br,team,br_team,season,salary
1629027,Trae Young,youngtr01,Trae Young,ATL,ATL,2024-25,43031940
203991,Clint Capela,capelca01,Clint Capela,ATL,ATL,2024-25,22265280
1627747,Caris LeVert,leverca01,Caris LeVert,ATL,ATL,2024-25,16615384
1630168,Onyeka Okongwu,okongon01,Onyeka Okongwu,ATL,ATL,2024-25,14000000
1642258,Zaccharie Risacher,risacza01,Zaccharie Risacher,ATL,ATL,2024-25,12569040
1629611,Terance Mann,mannte01,Terance Mann,ATL,ATL,2024-25,11423077
1626204,Larry Nance Jr.,nancela02,Larry Nance Jr.,ATL,ATL,2024-25,11205000
1627777,Georges Niang,niangge01,Georges Niang,ATL,ATL,2024-25,8500000
1630700,Dyson Daniels,daniedy01,Dyson Daniels,ATL,ATL,2024-25,6059520
1630552,Jalen Johnson,johnsja05,Jalen Johnson,ATL,ATL,2024-25,4510905
1641723,Kobe Bufkin,bufkiko01,Kobe Bufkin,ATL,ATL,2024-25,4299000
1630538,Bones Hyland,hylanbo01,Bones Hyland,MIN,ATL,2024-25,4158439
1631223,David Roddy,roddyda01,David Roddy,HOU,ATL,2024-25,2847240
1629726,Garrison Mathews,mathega01,Garrison Mathews,ATL,ATL,2024-25,2230253
1630249,Vít Krejčí,krejcvi01,Vit Krejci,ATL,ATL,2024-25,2162606
1631243,Mouhamed Gueye,gueyemo02,Mouhamed Gueye,ATL,ATL,2024-25,1891857
1627759,Jaylen Brown,brownja02,Jaylen Brown,BOS,BOS,2024-25,49205800
1628369,Jayson Tatum,tatumja01,Jayson Tatum,BOS,BOS,2024-25,34848340
201950,Jrue Holiday,holidjr01,Jrue Holiday,BOS,BOS,2024-25,30000000
204001,Kristaps Porziņģis,porzikr01,Kristaps PorziÅÄ£is,BOS,BOS,2024-25,29268293
1628401,Derrick White,whitede01,Derrick White,BOS,BOS,2024-25,20071429
201143,Al Horford,horfoal01,Al Horford,BOS,BOS,2024-25,9500000
1630202,Payton Pritchard,pritcpa01,Payton Pritchard,BOS,BOS,2024-25,6696429
1631248,Baylor Scheierman,scheiba01,Baylor Scheierman,BOS,BOS,2024-25,2494320
1630214,Xavier Tillman,tillmxa01,Xavier Tillman Sr.,BOS,BOS,2024-25,2237691
1629674,Neemias Queta,quetane01,Neemias Queta,BOS,BOS,2024-25,2162606
1630573,Sam Hauser,hausesa01,Sam Hauser,BOS,BOS,2024-25,2092344
1628436,Luke Kornet,kornelu01,Luke Kornet,BOS,BOS,2024-25,2087519
1641775,Jordan Walsh,walshjo01,Jordan Walsh,BOS,BOS,2024-25,1891857
1628470,Torrey Craig,craigto01,Torrey Craig,BOS,BOS,2024-25,779820
1627732,Ben Simmons,simmobe01,Ben Simmons,LAC,BRK,2024-25,39256083
1629651,Nic Claxton,claxtni01,Nic Claxton,BKN,BRK,2024-25,27556817
1629661,Cameron Johnson,johnsca02,Cameron Johnson,BKN,BRK,2024-25,22500000
202711,Bojan Bogdanović,bogdabo02,Bojan BogdanoviÄ,BKN,BRK,2024-25,19032850
1626156,D'Angelo Russell,russeda01,D'Angelo Russell,BKN,BRK,2024-25,18692307
1629001,De'Anthony Melton,meltode01,De'Anthony Melton,BKN,BRK,2024-25,12822000
1630533,Ziaire Williams,willizi02,Ziaire Williams,BKN,BRK,2024-25,6133005
1630560,Cam Thomas,thomaca02,Cam Thomas,BKN,BRK,2024-25,4041249
1630549,Day'Ron Sharpe,sharpda01,Day'Ron Sharpe,BKN,BRK,2024-25,3989122
1641730,Noah Clowney,clownno01,Noah Clowney,BKN,BRK,2024-25,3244080
1641727,Dariq Whitehead,whiteda01,Dariq Whitehead,BKN,BRK,2024-25,3114240
1630570,Trendon Watford,watfotr01,Trendon Watford,BKN,BRK,2024-25,2726603
1630553,Keon Johnson,johnske07,Keon Johnson,BKN,BRK,2024-25,2162606
1641721,Maxwell Lewis,lewisma05,Maxwell Lewis,BKN,BRK,2024-25,1891857
1630592,Jalen Wilson,wilsoja03,Jalen Wilson,BKN,BRK,2024-25,1891857
1630163,LaMelo Ball,ballla01,LaMelo Ball,CHA,CHO,2024-25,35147000
1628970,Miles Bridges,bridgmi02,Miles Bridges,CHA,CHO,2024-25,27173913
203994,Jusuf Nurkić,nurkiju01,Jusuf NurkiÄ,CHA,CHO,2024-25,18125000
1629684,Grant Williams,willigr01,Grant Williams,CHA,CHO,2024-25,13025250
1630182,Josh Green,greenjo02,Josh Green,CHA,CHO,2024-25,12654321
1641706,Brandon Miller,millebr02,Brandon Miller,CHA,CHO,2024-25,11424600
1629006,Josh Okogie,okogijo01,Josh Okogie,CHA,CHO,2024-25,8250000
1642275,Tidjane Salaün,salauti01,Tidjane SalaÃ¼n,CHA,CHO,2024-25,7488720
202722,Dāvis Bertāns,bertada01,DÄvis BertÄns,CHA,CHO,2024-25,5250000
1630544,Tre Mann,manntr01,Tre Mann,CHA,CHO,2024-25,4908373
1631109,Mark Williams,willima07,Mark Williams,CHA,CHO,2024-25,4094280
1628984,Devonte' Graham,grahade01,Devonte' Graham,CHA,CHO,2024-25,2850000
1641733,Nick Smith Jr.,smithni01,Nick Smith Jr.,CHA,CHO,2024-25,2587200
1629610,DaQuan Jeffries,jeffrda01,DaQuan Jeffries,CHA,CHO,2024-25,2425404
1629718,Charlie Brown Jr.,brownch02,Charlie Brown Jr.,CHA,CHO,2024-25,2237692
1630613,Duane Washington Jr.,washidu02,Duane Washington Jr.,CHA,CHO,2024-25,2162607
201959,Taj Gibson,gibsota01,Taj Gibson,CHA,CHO,2024-25,2087519
203552,Seth Curry,curryse01,Seth Curry,CHA,CHO,2024-25,2087519
202704,Reggie Jackson,jacksre01,Reggie Jackson,PHI,CHO,2024-25,1946229
1631217,Moussa Diabaté,diabamo01,Moussa DiabatÃ©,CHA,CHO,2024-25,957763
203901,Elfrid Payton,paytoel01,Elfrid Payton,NOP,CHO,2024-25,119972
1628366,Lonzo Ball,balllo01,Lonzo Ball,CHI,CHI,2024-25,21395348
202696,Nikola Vučević,vucevni01,Nikola VuÄeviÄ,CHI,CHI,2024-25,20000000
1630172,Patrick Williams,willipa01,Patrick Williams,CHI,CHI,2024-25,18000000
1628989,Kevin Huerter,huertke01,Kevin Huerter,CHI,CHI,2024-25,16830357
1628380,Zach Collins,colliza01,Zach Collins,CHI,CHI,2024-25,16741200
1629632,Coby White,whiteco01,Coby White,CHI,CHI,2024-25,12000000
1630200,Tre Jones,jonestr01,Tre Jones,CHI,CHI,2024-25,9104167
1630188,Jalen Smith,smithja04,Jalen Smith,CHI,CHI,2024-25,8571429
1630581,Josh Giddey,giddejo01,Josh Giddey,CHI,CHI,2024-25,8352367
1630245,Ayo Dosunmu,dosunay01,Ayo Dosunmu,CHI,CHI,2024-25,7000000
1628975,Jevon Carter,carteje01,Jevon Carter,CHI,CHI,2024-25,6500000
1630537,Chris Duarte,duartch01,Chris Duarte,CHI,CHI,2024-25,5893768
1641824,Matas Buzelis,buzelma01,Matas Buzelis,CHI,CHI,2024-25,5195520
1631207,Dalen Terry,terryda01,Dalen Terry,CHI,CHI,2024-25,3510480
1628470,Torrey Craig,craigto01,Torrey Craig,BOS,CHI,2024-25,2845342
1629659,Talen Horton-Tucker,hortota01,Talen Horton-Tucker,CHI,CHI,2024-25,2087519
1641763,Julian Phillips,phillju01,Julian Phillips,CHI,CHI,2024-25,1891857
1629636,Darius Garland,garlada01,Darius Garland,CLE,CLE,2024-25,36725670
1628378,Donovan Mitchell,mitchdo01,Donovan Mitchell,CLE,CLE,2024-25,35410310
1629631,De'Andre Hunter,huntede01,De'Andre Hunter,CLE,CLE,2024-25,21696429
1628386,Jarrett Allen,allenja01,Jarrett Allen,CLE,CLE,2024-25,20000000
1629622,Max Strus,strusma01,Max Strus,CLE,CLE,2024-25,15212068
1630596,Evan Mobley,mobleev01,Evan Mobley,CLE,CLE,2024-25,11227657
1630171,Isaac Okoro,okorois01,Isaac Okoro,CLE,CLE,2024-25,10185186
1629731,Dean Wade,wadede01,Dean Wade,CLE,CLE,2024-25,6166667
1642281,Jaylon Tyson,tysonja01,Jaylon Tyson,CLE,CLE,2024-25,3326160
1629660,Ty Jerome,jeromty01,Ty Jerome,CLE,CLE,2024-25,2560975
1630241,Sam Merrill,merrisa01,Sam Merrill,CLE,CLE,2024-25,2164993
202684,Tristan Thompson,thomptr01,Tristan Thompson,CLE,CLE,2024-25,2087519
1641854,Craig Porter Jr.,portecr01,Craig Porter Jr.,CLE,CLE,2024-25,1891857
201937,Ricky Rubio,rubiori01,Ricky Rubio,CLE,CLE,2024-25,424672
203076,Anthony Davis,davisan02,Anthony Davis,DAL,DAL,2024-25,43219440
202681,Kyrie Irving,irvinky01,Kyrie Irving,DAL,DAL,2024-25,41000000
202691,Klay Thompson,thompkl01,Klay Thompson,DAL,DAL,2024-25,15873016
1629023,P.J. Washington,washipj01,P.J. Washington,DAL,DAL,2024-25,15500000
1629655,Daniel Gafford,gaffoda01,Daniel Gafford,DAL,DAL,2024-25,13394160
1628997,Caleb Martin,martica02,Caleb Martin,DAL,DAL,2024-25,9186594
1630230,Naji Marshall,marshna01,Naji Marshall,DAL,DAL,2024-25,8571429
1631108,Max Christie,chrisma02,Max Christie,DAL,DAL,2024-25,7142857
1641726,Dereck Lively II,livelde01,Dereck Lively II,DAL,DAL,2024-25,5014560
203939,Dwight Powell,poweldw01,Dwight Powell,DAL,DAL,2024-25,4000000
203957,Danté Exum,exumda01,Dante Exum,DAL,DAL,2024-25,3150000
1641765,Olivier-Maxence Prosper,prospol01,Olivier-Maxence Prosper,DAL,DAL,2024-25,2870400
201580,JaVale McGee,mcgeeja01,JaVale McGee,DAL,DAL,2024-25,2208856
203915,Spencer Dinwiddie,dinwisp01,Spencer Dinwiddie,DAL,DAL,2024-25,2087519
1630702,Jaden Hardy,hardyja02,Jaden Hardy,DAL,DAL,2024-25,2019699
203999,Nikola Jokić,jokicni01,Nikola JokiÄ,DEN,DEN,2024-25,51415938
1627750,Jamal Murray,murraja01,Jamal Murray,DEN,DEN,2024-25,36016200
1629008,Michael Porter Jr.,portemi01,Michael Porter Jr.,DEN,DEN,2024-25,35859950
203932,Aaron Gordon,gordoaa01,Aaron Gordon,DEN,DEN,2024-25,22841455
1630192,Zeke Nnaji,nnajize01,Zeke Nnaji,DEN,DEN,2024-25,8888889
203967,Dario Šarić,saricda01,Dario Å ariÄ,DEN,DEN,2024-25,5168000
201566,Russell Westbrook,westbru01,Russell Westbrook,DEN,DEN,2024-25,3303771
1631128,Christian Braun,braunch01,Christian Braun,DEN,DEN,2024-25,3089640
,未知,holmeda01,DaRon Holmes,DEN,DEN,2024-25,3065640
1631124,Julian Strawther,strawju01,Julian Strawther,DEN,DEN,2024-25,2552520
1631212,Peyton Watson,watsope01,Peyton Watson,DEN,DEN,2024-25,2413560
1628427,Vlatko Čančar,cancavl01,Vlatko ÄanÄar,DEN,DEN,2024-25,2087519
201599,DeAndre Jordan,jordade01,DeAndre Jordan,DEN,DEN,2024-25,2087519
1641816,Hunter Tyson,tysonhu01,Hunter Tyson,DEN,DEN,2024-25,1891857
1629618,Jalen Pickett,pickeja02,Jalen Pickett,DEN,DEN,2024-25,1891857
202699,Tobias Harris,harrito02,Tobias Harris,DET,DET,2024-25,25365854
203501,Tim Hardaway Jr.,hardati02,Tim Hardaway Jr.,DET,DET,2024-25,16193183
1630191,Isaiah Stewart,stewais01,Isaiah Stewart,DET,DET,2024-25,15000000
1630595,Cade Cunningham,cunnica01,Cade Cunningham,DET,DET,2024-25,13940809
203471,Dennis Schröder,schrode01,Dennis SchrÃ¶der,DET,DET,2024-25,13025250
1641709,Ausar Thompson,thompau01,Ausar Thompson,DET,DET,2024-25,8376000
1641842,Ronald Holland II,hollaro01,Ron Holland,DET,DET,2024-25,8245320
1631093,Jaden Ivey,iveyja01,Jaden Ivey,DET,DET,2024-25,7977240
1631323,Simone Fontecchio,fontesi01,Simone Fontecchio,DET,DET,2024-25,7692308
1627736,Malik Beasley,beaslma01,Malik Beasley,DET,DET,2024-25,6000000
1631105,Jalen Duren,durenja01,Jalen Duren,DET,DET,2024-25,4536840
