id,full_name,id_in_br,full_name_in_br,team,br_team,season,salary
201568,Danilo Gallinari,gallida01,Danilo Gallinari,ATL,ATL,2020-21,19500000
203992,Bogdan Bogdanović,bogdabo01,Bogdan BogdanoviÄ,ATL,ATL,2020-21,18000000
203991,Clint Capela,capelca01,Clint Capela,ATL,ATL,2020-21,16000000
203503,Tony Snell,snellto01,Tony Snell,ATL,ATL,2020-21,12178571
101150,Lou Williams,willilo02,Lou Williams,ATL,ATL,2020-21,8000000
1629631,De'Andre Hunter,huntede01,De'Andre Hunter,ATL,ATL,2020-21,7422000
1629027,Trae Young,youngtr01,Trae Young,ATL,ATL,2020-21,6571800
1630168,Onyeka Okongwu,okongon01,Onyeka Okongwu,ATL,ATL,2020-21,5813640
1627739,Kris Dunn,dunnkr01,Kris Dunn,ATL,ATL,2020-21,4767000
1629629,Cam Reddish,reddica01,Cam Reddish,ATL,ATL,2020-21,4458000
1628381,John Collins,collijo01,John Collins,ATL,ATL,2020-21,4137302
1628989,Kevin Huerter,huertke01,Kevin Huerter,ATL,ATL,2020-21,2761920
1629164,Brandon Goodwin,goodwbr01,Brandon Goodwin,ATL,ATL,2020-21,1701593
203524,Solomon Hill,hillso01,Solomon Hill,ATL,ATL,2020-21,1620564
1628981,Bruno Fernando,fernabr01,Bruno Fernando,ATL,ATL,2020-21,1517981
1629017,Khyri Thomas,thomakh01,Khyri Thomas,HOU,ATL,2020-21,744684
1630233,Nathan Knight,knighna01,Nathan Knight,ATL,ATL,2020-21,0
1630219,Skylar Mays,mayssk01,Skylar Mays,ATL,ATL,2020-21,0
202689,Kemba Walker,walkeke02,Kemba Walker,OKC,BOS,2020-21,34379100
1627759,Jaylen Brown,brownja02,Jaylen Brown,BOS,BOS,2020-21,23437500
203095,Evan Fournier,fournev01,Evan Fournier,BOS,BOS,2020-21,17450000
203935,Marcus Smart,smartma01,Marcus Smart,BOS,BOS,2020-21,13446428
1628369,Jayson Tatum,tatumja01,Jayson Tatum,BOS,BOS,2020-21,9897120
202684,Tristan Thompson,thomptr01,Tristan Thompson,BOS,BOS,2020-21,9258000
1629641,Romeo Langford,langfro01,Romeo Langford,BOS,BOS,2020-21,3631200
1630174,Aaron Nesmith,nesmiaa01,Aaron Nesmith,BOS,BOS,2020-21,3458400
1629684,Grant Williams,willigr01,Grant Williams,BOS,BOS,2020-21,2498760
1628436,Luke Kornet,kornelu01,Luke Kornet,BOS,BOS,2020-21,2250000
1629021,Moritz Wagner,wagnemo01,Moritz Wagner,ORL,BOS,2020-21,2161920
1630202,Payton Pritchard,pritcpa01,Payton Pritchard,BOS,BOS,2020-21,2035800
1629057,Robert Williams III,williro04,Robert Williams,BOS,BOS,2020-21,2029920
1628400,Semi Ojeleye,ojelese01,Semi Ojeleye,BOS,BOS,2020-21,1752950
1629035,Carsen Edwards,edwarca01,Carsen Edwards,BOS,BOS,2020-21,1517981
1627824,Guerschon Yabusele,yabusgu01,Guerschon Yabusele,BOS,BOS,2020-21,1039080
203953,Jabari Parker,parkeja01,Jabari Parker,BOS,BOS,2020-21,430729
1627743,Demetrius Jackson,jacksde01,Demetrius Jackson,BOS,BOS,2020-21,92857
1629682,Tremont Waters,watertr01,Tremont Waters,BOS,BOS,2020-21,0
1629605,Tacko Fall,fallta01,Tacko Fall,BOS,BOS,2020-21,0
201935,James Harden,hardeja01,James Harden,BKN,BRK,2020-21,41254920
201142,Kevin Durant,duranke01,Kevin Durant,BKN,BRK,2020-21,39058950
202681,Kyrie Irving,irvinky01,Kyrie Irving,BKN,BRK,2020-21,33460350
203925,Joe Harris,harrijo01,Joe Harris,BKN,BRK,2020-21,16071429
203915,Spencer Dinwiddie,dinwisp01,Spencer Dinwiddie,BKN,BRK,2020-21,11454048
201599,DeAndre Jordan,jordade01,DeAndre Jordan,BKN,BRK,2020-21,10375678
201145,Jeff Green,greenje02,Jeff Green,BKN,BRK,2020-21,2564753
1629013,Landry Shamet,shamela01,Landry Shamet,BKN,BRK,2020-21,2090040
1627789,Timothe Luwawu-Cabarrot,luwawti01,TimothÃ© Luwawu-Cabarrot,BKN,BRK,2020-21,1824003
1628971,Bruce Brown,brownbr01,Bruce Brown,BKN,BRK,2020-21,1663861
204020,Tyler Johnson,johnsty01,Tyler Johnson,BKN,BRK,2020-21,1620564
1629651,Nic Claxton,claxtni01,Nic Claxton,BKN,BRK,2020-21,1517981
201933,Blake Griffin,griffbl01,Blake Griffin,BKN,BRK,2020-21,776983
1628993,Alize Johnson,johnsal02,Alize Johnson,BKN,BRK,2020-21,621587
202697,Iman Shumpert,shumpim01,Iman Shumpert,BKN,BRK,2020-21,558153
200746,LaMarcus Aldridge,aldrila01,LaMarcus Aldridge,BKN,BRK,2020-21,554988
203460,Andre Roberson,roberan03,Andre Roberson,BKN,BRK,2020-21,274816
203943,Noah Vonleh,vonleno01,Noah Vonleh,BKN,BRK,2020-21,263995
1628455,Mike James,jamesmi02,Mike James,BKN,BRK,2020-21,237648
203658,Norvel Pelle,pelleno01,Norvel Pelle,NYK,BRK,2020-21,217845
1629076,Tyler Cook,cookty01,Tyler Cook,DET,BRK,2020-21,99020
1629185,Chris Chiozza,chiozch01,Chris Chiozza,BKN,BRK,2020-21,0
1629617,Reggie Perry,perryre01,Reggie Perry,BKN,BRK,2020-21,0
202330,Gordon Hayward,haywago01,Gordon Hayward,CHA,CHO,2020-21,28500000
1626179,Terry Rozier,roziete01,Terry Rozier,CHA,CHO,2020-21,18900000
203469,Cody Zeller,zelleco01,Cody Zeller,CHA,CHO,2020-21,15415730
,未知,batumni01,Nicolas Batum,LAC,CHO,2020-21,8856969
,未知,ballla01,LaMelo Ball,CHA,CHO,2020-21,7839960
1628370,Malik Monk,monkma01,Malik Monk,CHA,CHO,2020-21,5345687
1629023,P.J. Washington,washipj01,P.J. Washington,CHA,CHO,2020-21,4023600
1628970,Miles Bridges,bridgmi02,Miles Bridges,CHA,CHO,2020-21,3934320
202687,Bismack Biyombo,biyombi01,Bismack Biyombo,CHA,CHO,2020-21,3500000
202954,Brad Wanamaker,wanambr01,Brad Wanamaker,CHA,CHO,2020-21,2250000
1628984,Devonte' Graham,grahade01,Devonte' Graham,CHA,CHO,2020-21,1663861
1628997,Caleb Martin,martica02,Caleb Martin,CHA,CHO,2020-21,1517981
1628998,Cody Martin,martico01,Cody Martin,CHA,CHO,2020-21,1517981
1629667,Jalen McDaniels,mcdanja01,Jalen McDaniels,CHA,CHO,2020-21,1517981
1630176,Vernon Carey Jr.,careyve01,Vernon Carey,CHA,CHO,2020-21,1350000
1630208,Nick Richards,richani01,Nick Richards,CHA,CHO,2020-21,1000000
1630268,Nate Darling,darlina01,Nate Darling,CHA,CHO,2020-21,0
1630203,Grant Riller,rillegr01,Grant Riller,CHA,CHO,2020-21,0
202696,Nikola Vučević,vucevni01,Nikola VuÄeviÄ,CHI,CHI,2020-21,26000000
203897,Zach LaVine,lavinza01,Zach LaVine,CHI,CHI,2020-21,19500000
201152,Thaddeus Young,youngth01,Thaddeus Young,CHI,CHI,2020-21,13545000
203107,Tomas Satoransky,satorto01,TomÃ¡Å¡ SatoranskÃ½,CHI,CHI,2020-21,10000000
202329,Al-Farouq Aminu,aminual01,Al-Farouq Aminu,CHI,CHI,2020-21,9720900
1626245,Cristiano Felicio,feliccr01,Cristiano FelÃ­cio,CHI,CHI,2020-21,7529020
1630172,Patrick Williams,willipa01,Patrick Williams,CHI,CHI,2020-21,7068360
1628374,Lauri Markkanen,markkla01,Lauri Markkanen,CHI,CHI,2020-21,6731508
1629632,Coby White,whiteco01,Coby White,CHI,CHI,2020-21,5572680
1628464,Daniel Theis,theisda01,Daniel Theis,CHI,CHI,2020-21,5000000
202066,Garrett Temple,templga01,Garrett Temple,CHI,CHI,2020-21,4767000
1627756,Denzel Valentine,valende01,Denzel Valentine,CHI,CHI,2020-21,4642800
1628972,Troy Brown Jr.,browntr01,Troy Brown,CHI,CHI,2020-21,3372840
1627853,Ryan Arcidiacono,arcidry01,Ryan Arcidiacono,CHI,CHI,2020-21,3000000
1629750,Javonte Green,greenja02,Javonte Green,CHI,CHI,2020-21,1517981
1629690,Adam Mokoka,mokokad01,Adam Mokoka,CHI,CHI,2020-21,0
1629653,Devon Dotson,dotsode01,Devon Dotson,CHI,CHI,2020-21,0
201567,Kevin Love,loveke01,Kevin Love,CLE,CLE,2020-21,31258256
203083,Andre Drummond,drumman01,Andre Drummond,LAL,CLE,2020-21,27957238
1627752,Taurean Prince,princta02,Taurean Prince,CLE,CLE,2020-21,12250000
1626204,Larry Nance Jr.,nancela02,Larry Nance,CLE,CLE,2020-21,11709091
1626224,Cedi Osman,osmande01,Cedi Osman,CLE,CLE,2020-21,8840580
1629636,Darius Garland,garlada01,Darius Garland,CLE,CLE,2020-21,6720720
1630171,Isaac Okoro,okorois01,Isaac Okoro,CLE,CLE,2020-21,6400920
1629012,Collin Sexton,sextoco01,Collin Sexton,CLE,CLE,2020-21,4991880
1628386,Jarrett Allen,allenja01,Jarrett Allen,CLE,CLE,2020-21,3909902
1629685,Dylan Windler,windldy01,Dylan Windler,CLE,CLE,2020-21,2137440
1628422,Damyean Dotson,dotsoda01,Damyean Dotson,CLE,CLE,2020-21,2000000
203521,Matthew Dellavedova,dellama01,Matthew Dellavedova,CLE,CLE,2020-21,1620564
1628392,Isaiah Hartenstein,harteis01,Isaiah Hartenstein,CLE,CLE,2020-21,1620564
1629731,Dean Wade,wadede01,Dean Wade,CLE,CLE,2020-21,1517981
2747,JR Smith,smithjr01,J.R. Smith,CLE,CLE,2020-21,1456667
1630205,Lamar Stevens,stevela01,Lamar Stevens,CLE,CLE,2020-21,652366
1629662,Mfiondu Kabengele,kabenmf01,Mfiondu Kabengele,CLE,CLE,2020-21,356473
1629730,Rayjon Tucker,tuckera01,Rayjon Tucker,PHI,CLE,2020-21,340000
1627748,Thon Maker,makerth01,Thon Maker,CLE,CLE,2020-21,309355
1626188,Quinn Cook,cookqu01,Quinn Cook,CLE,CLE,2020-21,221996
2760,Anderson Varejao,varejan01,Anderson VarejÃ£o,CLE,CLE,2020-21,144297
1627812,Yogi Ferrell,ferreyo01,Yogi Ferrell,LAC,CLE,2020-21,110998
1629725,Jeremiah Martin,martije02,Jeremiah Martin,CLE,CLE,2020-21,0
1630271,Brodric Thomas,thomabr01,Brodric Thomas,CLE,CLE,2020-21,0
1629716,Marques Bolden,boldema01,Marques Bolden,CLE,CLE,2020-21,0
204001,Kristaps Porziņģis,porzikr01,Kristaps PorziÅÄ£is,DAL,DAL,2020-21,29467800
203501,Tim Hardaway Jr.,hardati02,Tim Hardaway,DAL,DAL,2020-21,18975000
200755,JJ Redick,redicjj01,J.J. Redick,DAL,DAL,2020-21,13013700
203939,Dwight Powell,poweldw01,Dwight Powell,DAL,DAL,2020-21,11080125
1626196,Josh Richardson,richajo01,Josh Richardson,DAL,DAL,2020-21,10865952
1628467,Maxi Kleber,klebima01,Maxi Kleber,DAL,DAL,2020-21,8325000
1629029,Luka Dončić,doncilu01,Luka DonÄiÄ,DAL,DAL,2020-21,8049360
1626161,Willie Cauley-Stein,caulewi01,Willie Cauley-Stein,DAL,DAL,2020-21,4100000
1627827,Dorian Finney-Smith,finnedo01,Dorian Finney-Smith,DAL,DAL,2020-21,4000000
1629740,Nicolo Melli,mellini01,NicolÃ² Melli,DAL,DAL,2020-21,3897436
1626246,Boban Marjanović,marjabo01,Boban MarjanoviÄ,DAL,DAL,2020-21,3500000
203504,Trey Burke,burketr01,Trey Burke,DAL,DAL,2020-21,3000000
1630182,Josh Green,greenjo02,Josh Green,DAL,DAL,2020-21,2816760
1628973,Jalen Brunson,brunsja01,Jalen Brunson,DAL,DAL,2020-21,1663861
200826,J.J. Barea,bareajo01,J.J. Barea,DAL,DAL,2020-21,1620564
1630179,Tyrell Terry,terryty01,Tyrell Terry,DAL,DAL,2020-21,1289846
1630207,Nate Hinton,hintona01,Nate Hinton,DAL,DAL,2020-21,0
1630189,Tyler Bey,beyty01,Tyler Bey,DAL,DAL,2020-21,0
203999,Nikola Jokić,jokicni01,Nikola JokiÄ,DEN,DEN,2020-21,29542010
1627750,Jamal Murray,murraja01,Jamal Murray,DEN,DEN,2020-21,27285000
203932,Aaron Gordon,gordoaa01,Aaron Gordon,DEN,DEN,2020-21,18136364
203115,Will Barton,bartowi01,Will Barton,DEN,DEN,2020-21,13723214
200794,Paul Millsap,millspa01,Paul Millsap,DEN,DEN,2020-21,10000000
203210,JaMychal Green,greenja01,JaMychal Green,DEN,DEN,2020-21,7199760
201580,JaVale McGee,mcgeeja01,JaVale McGee,DEN,DEN,2020-21,4200000
1629008,Michael Porter Jr.,portemi01,Michael Porter,DEN,DEN,2020-21,3550800
1630267,Facundo Campazzo,campafa01,Facundo Campazzo,DEN,DEN,2020-21,3100000
1630192,Zeke Nnaji,nnajize01,Zeke Nnaji,DEN,DEN,2020-21,2379840
1629626,Bol Bol,bolbo01,Bol Bol,DEN,DEN,2020-21,2058240
1629109,Gary Clark,clarkga01,Gary Clark,PHI,DEN,2020-21,2000000
1628408,PJ Dozier,doziepj01,PJ Dozier,DEN,DEN,2020-21,1762796
1628420,Monté Morris,morrimo01,Monte Morris,DEN,DEN,2020-21,1723707
1628427,Vlatko Čančar,cancavl01,Vlatko ÄanÄar,DEN,DEN,2020-21,1517981
203085,Austin Rivers,riverau01,Austin Rivers,DEN,DEN,2020-21,299694
204222,Greg Whittington,whittgr01,Greg Whittington,DEN,DEN,2020-21,0
1630210,Markus Howard,howarma02,Markus Howard,DEN,DEN,2020-21,0
1627885,Shaquille Harrison,harrish01,Shaquille Harrison,DEN,DEN,2020-21,0
201933,Blake Griffin,griffbl01,Blake Griffin,BKN,DET,2020-21,32670565
203924,Jerami Grant,grantje01,Jerami Grant,DET,DET,2020-21,19050000
202709,Cory Joseph,josepco01,Cory Joseph,DET,DET,2020-21,12600000
203486,Mason Plumlee,plumlma01,Mason Plumlee,DET,DET,2020-21,8000000
1628372,Dennis Smith Jr.,smithde03,Dennis Smith,DET,DET,2020-21,5686677
1630165,Killian Hayes,hayeski01,Killian Hayes,DET,DET,2020-21,5307120
203585,Rodney McGruder,mcgruro01,Rodney McGruder,DET,DET,2020-21,5192307
1628367,Josh Jackson,jacksjo02,Josh Jackson,DET,DET,2020-21,4767000
1629635,Sekou Doumbouya,doumbse01,Sekou Doumbouya,DET,DET,2020-21,3449400
1630191,Isaiah Stewart,stewais01,Isaiah Stewart,DET,DET,2020-21,3121080
203473,Dewayne Dedmon,dedmode01,Dewayne Dedmon,MIA,DET,2020-21,2866667
1630180,Saddiq Bey,beysa01,Saddiq Bey,DET,DET,2020-21,2689920
201961,Wayne Ellington,ellinwa01,Wayne Ellington,DET,DET,2020-21,2564753
1629058,Dzanan Musa,musadz01,DÅ¾anan Musa,DET,DET,2020-21,2002800
1626143,Jahlil Okafor,okafoja01,Jahlil Okafor,DET,DET,2020-21,1882867
1628977,Hamidou Diallo,diallha01,Hamidou Diallo,DET,DET,2020-21,1663861
1629686,Deividas Sirvydis,sirvyde01,Deividas Sirvydis,DET,DET,2020-21,898310
1629076,Tyler Cook,cookty01,Tyler Cook,DET,DET,2020-21,594121
1628402,Frank Jackson,jacksfr01,Frank Jackson,DET,DET,2020-21,0
1630240,Saben Lee,leesa01,Saben Lee,DET,DET,2020-21,0
201939,Stephen Curry,curryst01,Stephen Curry,GSW,GSW,2020-21,43006362
202691,Klay Thompson,thompkl01,Klay Thompson,GSW,GSW,2020-21,35361360
